Music Name,Artist,Music ID,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Duration_ms,Key,Mode,Time_signature,Popularity
It's Working,MGMT,2sCaihW0VlDKecbUgMSzRY,0.0563,0.381,0.954,0.000835,0.537,-3.945,0.0437,155.103,0.532,246280,2,1,4,45
Jackie Wants a Black Eye,Dr. Dog,27qG9sy9FaxB7sd3pRMAAO,0.151,0.508,0.695,1.1e-06,0.448,-5.368,0.12,143.142,0.707,184827,0,1,4,42
Jail La La,Dum Dum Girls,7ejVZ3PhhiGvmQVkYe7Pyf,0.00466,0.361,0.954,0.0136,0.368,-4.238,0.0572,84.979,0.42,150640,2,1,4,25
Jane Doe,Never Shout Never,37QNa69m1nbwmobkEuK6Qa,0.446,0.647,0.387,0.0,0.401,-8.802,0.0341,125.179,0.633,115147,9,1,4,37
Jar of Hearts,Christina Perri,0HZhYMZOcUzZKSFwPOti6m,0.726,0.349,0.348,0.0,0.12,-6.142,0.0316,74.541,0.0886,246587,3,1,4,75
Jardin du Luxembourg,The Ghost of a Saber Tooth Tiger,7BFw8RocuDb2ziF0XiZb5z,0.144,0.61,0.643,0.000665,0.663,-8.315,0.035,122.603,0.78,140840,9,1,4,29
JC Hates Faggots,John Grant,4V1uFDQRxFT39GaALBNeoj,0.623,0.624,0.437,0.0,0.224,-8.505,0.0393,73.922,0.491,227909,4,1,4,12
Jefferson Jericho Blues,Tom Petty & the Heartbreakers,4kxO8k7tQwTuV62gU87MIz,0.216,0.571,0.849,0.0018,0.224,-5.384,0.0305,107.049,0.71,203480,2,1,4,28
Jeffrey Dahmer,Soulfly,6QBzMGbuvi4rld3v8191c1,0.00208,0.497,0.925,0.00114,0.135,-3.271,0.075,102.871,0.621,172293,6,1,4,18
Jeffrey Lee Pierce,OFF!,5wLRvyKtCiFKMm2zD69jqm,0.0296,0.362,0.834,0.00757,0.12,-6.386,0.0729,122.644,0.37,80853,6,1,4,21
Jennasea,The Morning Of,2NepCuaMkGhmHaz2gQ2Rkt,0.424,0.49,0.402,0.000475,0.105,-11.158,0.0353,124.004,0.0728,200093,1,1,4,5
Jerome,Lizzo,3kxsEF30mM0TZWfkOv4XsS,0.0476,0.674,0.542,0.0,0.0682,-6.983,0.253,150.979,0.534,231571,8,1,3,44
Jet-Star And The Kobra Kid / Traffic Report,My Chemical Romance,2iMjpD1UJzncfBpOsVeupT,0.807,0.706,0.39,0.0,0.45,-16.251,0.826,111.425,0.917,26440,4,1,4,13
Jimmie Standing in the Rain,Elvis Costello,1oYlDHbm9YDNOdhwJUJevi,0.903,0.64,0.185,2.38e-05,0.099,-11.206,0.036,97.361,0.585,255187,1,0,4,7
Joints,Holly Miranda,4JuJG9MfZNzFgh9GOp5tnF,0.75,0.414,0.577,0.319,0.403,-6.978,0.0287,124.042,0.0389,358467,4,1,4,4
Jonathan Low,Vampire Weekend,69lbTYNxwof4CCUEpIONAt,0.00809,0.523,0.792,0.00463,0.133,-6.739,0.0305,152.056,0.561,213467,8,1,4,46
Journeyman,Blackmore's Night,6PO85zNjq1qrDXob5UUoYV,0.226,0.573,0.886,3.99e-05,0.321,-4.11,0.0364,121.02,0.572,336440,4,0,4,17
Joy,Nataly Dawn,5piHxOuXIWuDZmvQgjihUz,0.826,0.653,0.295,0.00975,0.145,-13.246,0.0312,96.985,0.336,135347,0,0,4,15
July Flame,Laura Veirs,3vz3lJyDCmhC2JO9gg8nFw,0.446,0.661,0.473,0.297,0.1,-9.141,0.0303,124.51,0.303,225547,6,0,4,32
Jupiter,The Futureheads,1DQYHFsdeikMYRjb9vhgth,0.00915,0.37,0.527,0.00277,0.0879,-6.11,0.361,179.63,0.247,383825,0,1,4,2
Just a Dream,Nelly,3ZdJffjzJWFimSQyxgGIxN,0.0421,0.531,0.752,0.0,0.12,-6.161,0.0305,89.917,0.103,237800,1,1,4,77
Just a Guy,BC Jean,4ANlc7KD92UZwhPdQbcRKL,0.0889,0.691,0.865,0.0,0.29,-2.951,0.0395,109.973,0.798,168813,4,1,4,6
Just Be Good To Green,Professor Green,4QtMKWVE0O55i9BFLPlSYQ,0.0259,0.716,0.834,0.0,0.206,-5.417,0.145,97.043,0.729,203759,7,1,4,26
Just Can't Get Enough,The Black Eyed Peas,19jd1ffgFMwGpafuoqImry,0.116,0.475,0.44,0.715,0.126,-11.459,0.0395,93.993,0.107,222015,0,0,4,16
Just So,Agnes Obel,6770fogcMVkpgGH2Yj6uIx,0.966,0.382,0.156,0.035,0.101,-14.437,0.0341,86.028,0.159,215360,0,1,4,32
Just The Way You Are,Bruno Mars,7BqBn9nzAq8spo5e7cZ0dJ,0.0134,0.635,0.841,0.0,0.0622,-5.379,0.0422,109.021,0.424,220734,5,1,4,86
Justice,Rev Theory,3kcIFypG7Y9M1CVCVzMWGv,0.000149,0.372,0.994,0.00176,0.336,-2.763,0.0543,168.096,0.74,199573,8,1,4,31
Juveniles,The Walkmen,0NaOFZ83Pz4INL0L39be9Z,0.000154,0.465,0.486,6.92e-06,0.305,-8.125,0.0312,134.058,0.292,267160,9,1,4,25
Kaili,Caribou,7CAF3hhMa97NLd0hDTIrXf,0.695,0.257,0.559,0.0574,0.324,-6.456,0.0367,128.824,0.345,282436,2,1,4,24
Karaoke,Everything But The Girl,4BK0XA5Ys1Nv9oMBvWxUlf,0.252,0.431,0.28,8.1e-05,0.113,-11.181,0.0414,119.847,0.254,231813,0,0,3,30
Katherine Wheel,HIM,5MDDS7i4dlDCfMLioPdnYP,0.00275,0.498,0.947,9.09e-06,0.331,-3.716,0.0494,138.001,0.59,206227,7,0,4,37
Katy On A Mission,Katy B,47uhrF6IvyE2eUyyfLAEzf,0.0232,0.674,0.731,7.99e-06,0.0856,-5.211,0.133,139.898,0.507,219120,8,1,4,64
Keep Me in Mind,Zac Brown Band,7B2ETOSXeXPfWQl4gLjcat,0.159,0.684,0.715,0.0,0.181,-6.132,0.0336,96.018,0.564,214107,6,1,4,61
Keep Quiet,Hot Chip,4C9gBbz9qGMzuYSCBH6Fwc,0.118,0.636,0.424,0.083,0.0781,-11.011,0.0399,139.759,0.128,239876,5,0,4,20
Keep Your Head Up,Andy Grammer,2kebNtlS7DqWE54Z66FZIt,0.0418,0.67,0.786,0.0,0.145,-5.216,0.0366,90.009,0.806,190493,0,1,4,66
Kentish Town Waltz,Imelda May,10HAPaDSZCIavWQVHHtPJO,0.83,0.616,0.258,0.0,0.117,-9.044,0.0305,150.105,0.382,290293,7,1,3,14
Key West,Chris Clavin,14R6dvy2qWrPiwCZD74xRc,0.635,0.662,0.491,4.18e-06,0.277,-7.225,0.112,79.622,0.884,144974,9,1,4,0
Kick Ass,Mika,1VMfnucJPC8cc5jmUi7DmV,0.00214,0.623,0.677,0.00274,0.0574,-8.653,0.0371,125.077,0.536,192013,10,1,4,45
Kick In The Teeth,Papa Roach,5sMlJASQgm0hgJSY4oWoI3,0.000154,0.557,0.989,3.67e-06,0.309,-3.053,0.137,122.999,0.455,191453,9,0,4,48
Kickstarts,Example,07WEDHF2YwVgYuBugi2ECO,0.00374,0.61,0.836,0.0,0.358,-4.455,0.0573,126.056,0.657,181827,5,1,4,64
Kids In Love,Mayday Parade,7iko4woUrA2MbenSv2UaM7,0.000917,0.512,0.963,0.0,0.308,-2.726,0.0583,135.027,0.72,216600,3,1,4,45
Kidz,Take That,0lY7GPhd54iX4yD4VXtMyI,0.00452,0.626,0.848,6.26e-05,0.405,-4.816,0.134,122.196,0.585,282411,7,0,4,45
Killas,Lil Jon,1lUk9wihyJlfqNlRT7l2WY,0.0379,0.685,0.933,0.0,0.356,-3.143,0.265,102.054,0.396,225707,0,1,4,25
Killer,FKA Twigs,4QUzLCXrpHO4c6dGyZlpO2,0.168,0.401,0.619,0.0,0.272,-7.035,0.21,78.763,0.757,176876,0,0,4,52
King of Anything,Sara Bareilles,3VA8T3rNy5V24AXxNK5u9E,0.461,0.676,0.762,0.0,0.0574,-4.172,0.0351,119.003,0.81,207493,1,1,4,61
Kiss 'n' Tell,Kesha,3OY9NKwRfYqNNpeogsm5eR,0.00223,0.752,0.695,0.000137,0.28,-3.854,0.0956,144.021,0.963,207653,4,1,4,50
Kiss and Tell,Ciara,1sNovU2kt1WBrLhuAFhReK,0.255,0.73,0.707,0.0,0.321,-6.884,0.0538,101.008,0.893,223560,1,1,4,28
Kiss Goodbye,Little Big Town,7rYIuzRoMtF8j9PpjsJFtM,0.0346,0.467,0.406,1.88e-06,0.104,-6.55,0.0331,147.946,0.269,242813,1,1,4,22
Kiss Me When I'm Down,Gary Allan,2lrnsCBvZNUWupc4VsTp4D,0.119,0.327,0.677,3.07e-06,0.0863,-4.744,0.0355,156.11,0.447,232600,1,1,4,27
Kiss My Country Ass,Blake Shelton,6VKjdUk3JEbeBXv1IusK5M,0.0384,0.5,0.87,0.0,0.13,-3.282,0.0368,90.001,0.687,252893,7,1,4,54
Kiss That Grrrl,Kate Nash,0Z3e6jNaaJTOcLKFIGHoL0,0.222,0.621,0.879,0.000977,0.297,-4.647,0.0465,141.041,0.864,221320,0,1,4,26
Kiss Ya,Crystal Bowersox,79QCnI1U68lUpUEvjYKHY0,0.000276,0.549,0.971,0.00311,0.136,-4.187,0.0496,91.01,0.697,189680,2,1,4,6
Kiss You Up,Shontelle,6zUZ1TYXx5K3RfrulCgLpq,0.209,0.546,0.583,0.0,0.268,-6.488,0.0431,160.048,0.505,197840,1,1,4,24
Kissed It,Macy Gray,5ra2LSro0PXJpzURfome6X,0.000542,0.7,0.664,1.29e-05,0.0949,-5.95,0.062,131.965,0.401,276467,8,1,4,36
Kissin U,Miranda Cosgrove,3pt4BDnaMo2vznoVSv7b2y,0.0119,0.624,0.86,0.0,0.0598,-3.129,0.043,110.018,0.521,199693,0,0,4,53
Kissin' In The Rain,Toby Keith,1YTSgPEDAfBtG0YohhWDbH,0.149,0.455,0.633,1.67e-05,0.107,-5.537,0.0308,162.161,0.453,235453,9,1,4,22
Knee Deep,Zac Brown Band,60IGhnH20N82dNxKnc8jDd,0.432,0.715,0.584,1.41e-06,0.095,-8.231,0.0296,90.99,0.609,203173,8,1,4,75
Knives and Pens,Black Veil Brides,2ZhswJTKMkNNTAjrTmPhOJ,0.000351,0.417,0.976,0.000117,0.074,-4.696,0.0665,186.081,0.463,255840,2,0,4,63
Knockout,Bon Jovi,1uAw6LlmN91Xmev3jZbJ8z,0.000834,0.533,0.944,0.0,0.208,-3.699,0.0917,138.009,0.448,209053,7,1,4,41
Kush,Dr. Dre,1U8Ho1nOzKXYDvfigOuHG4,0.000622,0.444,0.866,4.72e-05,0.105,-6.217,0.111,94.968,0.375,235120,7,1,4,65
La La La,Naughty Boy,36pLU2ywVeBKEF0rrKtmCB,0.107,0.772,0.65,1.13e-06,0.0905,-5.202,0.0306,125.082,0.262,222200,6,0,4,65
Lady Dada's Nightmare,MGMT,4tQQ5NSnFrZXTb8BoMclIA,0.568,0.354,0.477,0.911,0.196,-7.89,0.0303,77.97,0.0508,271280,9,0,4,33
Lake of Sin,Black Francis,74itAZpkwss0IAI6JGeTwD,0.0101,0.397,0.79,0.262,0.222,-7.09,0.04,99.316,0.645,268267,4,0,4,5
Laredo,Band of Horses,61beXNR1qPPxjyM8x3pdRk,0.00338,0.505,0.826,2.04e-06,0.214,-5.154,0.0333,123.356,0.602,192240,10,1,4,52
Lasso,The Band Perry,45ZhYMrZtYanrBJnM7UQJn,0.281,0.578,0.397,6.99e-06,0.114,-6.632,0.0252,136.025,0.26,265680,7,1,4,24
Last Breath,Future,4Arjo1XR9qXsLstvU9fFV3,0.431,0.675,0.758,0.00177,0.377,-4.589,0.0368,89.982,0.152,239800,4,0,4,65
Last Chance,Nicki Minaj,44nucsmobhGoNDgQFTI0Ok,0.00879,0.696,0.804,6.42e-06,0.203,-3.836,0.0666,129.133,0.472,231133,9,1,4,41
Last Friday Night (T.G.I.F.),Katy Perry,3avYqdwHKEq8beXbeWCKqJ,0.00125,0.652,0.812,3.01e-05,0.667,-3.797,0.0409,126.023,0.72,230733,3,0,4,77
Last Horse,Randy Montana,4uKqF8Szs5EohfkRY8nsvQ,0.409,0.66,0.403,2.97e-06,0.105,-8.692,0.0309,131.469,0.539,208667,2,1,4,6
Last Kiss,Taylor Swift,59KOoHFcw5XfICnO57holu,0.447,0.55,0.366,4.43e-06,0.101,-8.46,0.0276,79.401,0.16,369120,10,1,3,76
Last Leaf,Tom Waits,3ecpddKwgjP6pWnU6WchGj,0.935,0.374,0.207,0.0,0.117,-12.37,0.0427,91.231,0.321,175667,5,1,5,26
Last Night,Morgan Wallen,7K3BhSpAxZBznislvUMVtn,0.467,0.492,0.675,0.0,0.142,-5.456,0.0389,203.759,0.478,163855,6,1,4,86
Last Ones Standing,Example,2L0IFwgkLo4TQO4r3oEwM8,0.00576,0.542,0.951,4.81e-05,0.113,-3.694,0.0499,140.052,0.166,325760,7,1,4,30
Late In The Afternoon,Tracey Thorn,3w5NUAeNpGMioM5SnaUchl,0.766,0.677,0.369,1.14e-05,0.141,-13.118,0.0344,88.991,0.441,200573,9,0,4,6
Lately,Matt Cardle,4OqqrGQowCqREHrGa9HPer,0.0669,0.357,0.571,0.000308,0.0608,-7.928,0.0411,141.95,0.223,321080,2,1,4,15
Later,Dr. Dog,1LhjVcWC48IZmNy34sK4D3,0.0214,0.564,0.914,6.68e-05,0.188,-4.124,0.0351,130.024,0.692,189147,0,1,4,32
Later On,The Swon Brothers,7lG4154Md1Kw7BMg56Pt4s,0.0544,0.411,0.903,0.0,0.104,-2.948,0.144,180.078,0.614,217160,2,1,4,34
Latimer's Mercy,Ozzy Osbourne,70WhQ5iE8HBbHh5X11parg,9.24e-05,0.428,0.949,0.0,0.78,-2.749,0.175,160.099,0.291,267027,0,1,4,30
Law Dogs,The Doobie Brothers,6PziYHzKS84gSk9C2gA0zK,0.172,0.576,0.848,0.000469,0.266,-5.901,0.0511,167.909,0.774,201053,7,1,4,9
Lay It Down,Lil Wayne,58ngcw4NRqmQjwFhDWoaFm,0.501,0.701,0.594,0.0,0.721,-5.663,0.427,133.948,0.723,245947,1,1,4,40
Lay Me Down,Loretta Lynn,0HfctMUdPTxgtwbmO8Viyr,0.717,0.388,0.182,5.1e-05,0.103,-12.62,0.04,163.883,0.296,170107,9,1,4,38
Lay You Down,Usher,469v2YvryJ3zKe7IdzYOlj,0.00691,0.65,0.547,0.0,0.0822,-7.473,0.0419,120.053,0.476,243800,8,1,4,34
Lead Me,Sanctus Real,7iuU9NU6rhcWNYJ1KjylTO,0.0266,0.314,0.644,0.0,0.108,-4.646,0.0345,198.063,0.27,228800,1,1,4,60
Lean Into It,Little Big Town,0B3lh4MnKBxsAnXB9ikcl5,0.109,0.518,0.334,5.55e-06,0.111,-7.559,0.0284,132.07,0.136,259013,0,1,4,14
Learning You,Josh Kelley,1vUxWrAYOU5Uo6M30X7ecx,0.778,0.445,0.427,0.0,0.254,-7.332,0.0314,139.525,0.369,256707,7,1,3,3
Leave,Michael W. Smith,714oW1qrZRMNdn5ytUYwlr,0.759,0.604,0.256,1.46e-06,0.0964,-11.399,0.0322,108.252,0.332,206960,7,1,4,10
Leavin' a Lonely Town,Easton Corbin,2kvOQpj782G5KLz2eIPe9g,0.317,0.678,0.472,4.14e-06,0.129,-10.981,0.0271,123.97,0.321,202547,5,1,4,28
Leaving Eden,Brandon Heath,3oPN3Eh40OewkU68uLUhnR,0.00649,0.573,0.631,0.00205,0.137,-5.964,0.0417,100.026,0.239,314293,0,1,4,28
Lemme Get 2,Redman,0czTtwOC1ujtM55LgtMnB9,0.181,0.535,0.671,0.0,0.0552,-9.513,0.327,80.498,0.785,239973,0,1,4,14
Lemonworld,The National,74UpwsEQCA36fE5hUmLGyT,0.63,0.648,0.745,0.712,0.0901,-8.546,0.0358,126.008,0.589,203733,1,1,4,43
Let Alone You,Easton Corbin,1IHAcQH5dZdDArc5D41ikc,0.208,0.541,0.563,0.0,0.11,-9.977,0.037,163.99,0.294,194973,6,1,4,31
Let England Shake,PJ Harvey,40x7WISZYA5VARnryu37mK,0.428,0.359,0.591,0.000784,0.212,-8.226,0.0354,162.253,0.137,189280,5,1,4,25
Let Freedom Reign,Chrisette Michele,4wXVtNLveFkJdkFpu06NyP,0.149,0.729,0.93,0.0,0.332,-4.63,0.26,90.036,0.612,261933,5,0,4,9
Let Go,Asking Alexandria,5QzEl5meby6CHMwERcZEHV,0.0017,0.496,0.873,0.0,0.178,-4.938,0.0445,131.966,0.194,253487,2,0,4,54
Let It Rain,King's X,5JURdhhK4679tlAscqeACm,0.0199,0.492,0.81,1.18e-05,0.146,-3.923,0.103,126.306,0.2,256144,10,1,4,21
Let Me Down Easy,Blackberry Smoke,4voOrl0z50TUT26lyzg8JH,0.25,0.568,0.616,0.000252,0.145,-7.093,0.0345,82.093,0.601,174430,0,1,4,37
Let Me Hear You Scream,Ozzy Osbourne,36WNQJFVjYhDRZ6vJhYXEh,0.000367,0.492,0.979,0.0,0.953,-2.315,0.0888,130.005,0.315,205800,0,1,4,59
Let the Music Play,Good Charlotte,6wlSepaSJM6gZKCsaoMsq9,0.00379,0.481,0.957,0.0,0.101,-3.574,0.0924,127.969,0.262,252733,2,1,4,29
Let the Sin Begin,Drowning Pool,0kBluHYbyAGvEw1STDLeOD,1.75e-05,0.544,0.979,8.58e-05,0.272,-3.421,0.0441,117.077,0.471,216760,9,0,4,34
Let The Sun Shine,Labrinth,7nRAK7blAQt94WRDI3EciA,0.378,0.625,0.783,0.0,0.262,-3.984,0.0361,116.977,0.436,179800,7,1,4,55
Let You Go,Machine Gun Kelly,1beqtQO0aIc1dWsXr97Iji,0.197,0.601,0.819,0.0,0.161,-3.835,0.101,170.117,0.21,185000,10,1,4,62
Let's Be Honest,Stone Sour,6MulrnNT3hUfSlFqLo2qZ7,7.88e-05,0.54,0.883,1.73e-05,0.318,-4.775,0.04,131.001,0.502,224387,0,1,3,27
Let's Fight,Thompson Square,0rxO4rdE6DLKAguDlJAkXA,0.0126,0.6,0.927,1.26e-06,0.257,-3.637,0.0562,130.036,0.683,181493,7,1,4,16
Let's Find a Church,Josh Turner,6yZNxrhXaY2NmtHwdnMlG4,0.234,0.521,0.893,0.00472,0.145,-4.69,0.0536,154.755,0.678,204973,7,1,4,20
Let's Get Ugly,The Wanted,62Vkpvd5T57JW8eF3d1vOL,0.00133,0.511,0.915,0.000503,0.307,-5.116,0.0455,109.013,0.491,211827,11,0,4,21
Let's Hear It England,Commentators United,14iGvVBfdUnjVDJdcZQUcc,0.158,0.366,0.82,0.0032,0.355,-7.198,0.0754,180.157,0.788,179013,10,1,3,0
Lethal Injection,Soulfly,7J6zviZ9XxOIuHMBDmxwwS,0.000708,0.478,0.945,0.211,0.201,-4.012,0.147,95.635,0.325,185227,11,0,4,11
Letter From Afghanistan,Richard Digance,3scp9dTuXqWmF5KNDbdWBJ,0.853,0.505,0.296,1.13e-05,0.138,-15.635,0.0315,96.963,0.473,232128,10,1,3,1
Letter To God,Hole,7tupXPhl9H8b13s1T5drCZ,0.00183,0.403,0.516,0.0113,0.112,-6.528,0.0274,73.735,0.114,244613,4,1,4,34
Letting Go,Mayday Parade,4VqUvTa7j2ETBL0youqSA3,0.00149,0.457,0.575,0.00152,0.0999,-4.723,0.0249,159.938,0.222,230920,2,1,4,34
Letting Go (Dutty Love),Sean Kingston,0wDbYIl4fN2mccHczCJqEf,0.335,0.792,0.808,0.0,0.269,-4.156,0.0963,92.064,0.709,230600,5,1,4,60
Levi Johnston's Blues,Ben Folds,292WafIYhKeW9MxEy1c4bb,0.342,0.498,0.584,2.89e-05,0.113,-9.219,0.0807,178.504,0.502,313773,7,0,4,22
Lewis Takes Action,Owen Pallett,0KLqnvSoVbaACrINlRSQma,0.565,0.747,0.346,0.0462,0.551,-8.932,0.0393,123.111,0.639,174187,1,1,4,14
Liar,Paramore,7EUhSxz4srS8pqh1cENbLB,0.636,0.512,0.454,0.209,0.106,-11.993,0.0325,148.012,0.27,261869,6,0,4,63
Liberty,Michelle Willis,2Xoda8nzJt2lKsgOy3tcEs,0.647,0.581,0.381,0.000668,0.0874,-13.375,0.0753,79.965,0.684,282599,0,1,4,7
Liberty Walk,Miley Cyrus,3icywpqJ6o39VY61BXcGQS,0.000472,0.573,0.886,0.0,0.36,-3.569,0.0403,119.999,0.581,246267,10,0,4,42
Licenses to Hide,The Posies,1EYpALl7sFUXwoFMLElXUu,0.0868,0.263,0.598,1.56e-06,0.149,-5.407,0.0332,94.889,0.323,241227,0,0,4,9
Licky (Under the Covers),Shontelle,4xtIcQnK0NO1mNISPmOzUt,0.000153,0.79,0.482,0.143,0.106,-6.637,0.0783,126.022,0.0636,186040,10,0,4,28
Lift Me Up,Rihanna,35ovElsgyAtQwYPYnZJECg,0.899,0.247,0.299,0.0,0.131,-6.083,0.0315,177.115,0.172,196520,9,1,4,76
Lift Up Your Face,Third Day,3blc1PV8TjATGXWj76shIU,0.0056,0.214,0.854,1.25e-06,0.11,-5.04,0.0734,176.118,0.166,267747,11,0,4,33
Light of Love,Music Go Music,6TibMWU0bFMUoA1r25bK0T,0.0323,0.497,0.688,2.53e-05,0.129,-3.912,0.0401,148.127,0.473,313213,7,1,4,10
Light Up,Drake,0PWQqF5PvqRq0OPLSH0FKI,0.0936,0.472,0.908,0.0,0.15,-5.991,0.45,172.924,0.198,274147,8,1,4,53
Light Up The Sky,The Afters,1w3KRXDABnSmbVSwJL2c0N,0.0348,0.467,0.754,0.0,0.0705,-4.658,0.0292,142.028,0.412,221973,2,1,4,46
Light Years Away,Joe Satriani,62B9g32NgogSuWWQRIv3sv,0.000597,0.501,0.924,0.874,0.143,-7.393,0.0592,98.034,0.47,371107,5,1,4,23
Lights On,FKA Twigs,7scrvMB2HL77DGpIPE44XS,0.0791,0.28,0.453,0.000129,0.564,-10.706,0.124,75.16,0.296,264360,11,0,4,37
Like 'Em All,Jacob Latimore,1XgZInJenwaBDroo1nsmVk,0.0547,0.712,0.71,0.0,0.138,-3.08,0.0469,102.026,0.299,173027,8,0,4,30
Like a Fool,Shelby Lynne,0nj0LjpqKgFgQT2H6xq36S,0.889,0.391,0.0488,0.00109,0.109,-15.347,0.0462,177.56,0.208,238187,9,1,4,8
Like a G6,Far East Movement,4DvhkX2ic4zWkQeWMwQ2qf,0.00676,0.435,0.837,0.0,0.117,-8.126,0.449,124.913,0.778,216893,3,1,4,71
Like A Rose,Ashley Monroe,4PIf3nZnlNdfjyx6zrPbeO,0.621,0.538,0.406,0.00163,0.0964,-8.591,0.0279,154.489,0.609,230676,9,1,4,25
Like It's Her Birthday,Good Charlotte,0AYw1CBLLNu0umIuCoq77M,0.00884,0.592,0.868,0.0,0.144,-2.983,0.0679,109.985,0.815,210507,11,1,4,50
Like My Dog,Billy Currington,4Ysok52J5hPSSi1vgUbgf8,0.479,0.697,0.724,0.0,0.14,-4.428,0.0322,96.953,0.477,166560,10,1,4,50
Like St. Valentine,HIM,4zs3RN4954rVY1Q3tNGTjq,0.000221,0.411,0.944,1.05e-05,0.402,-3.698,0.0734,162.996,0.571,194707,7,1,4,35
Lil Freak,Usher,2sdarYql1R0GAdFsdb4LDM,0.000879,0.834,0.628,0.000192,0.292,-6.616,0.0626,139.958,0.766,234253,7,1,4,54
Limit To Your Love,James Blake,33BnSMHgX0AsbKSIbkuMwh,0.549,0.775,0.281,0.242,0.0941,-10.216,0.096,139.949,0.0398,276720,10,0,4,56
Liquid Love,Shy Child,4GofyoayFqD5ceUzHhBbZN,0.0129,0.658,0.802,0.0417,0.138,-5.524,0.0311,117.973,0.742,288293,5,0,4,9
Liquor Store Blues,Bruno Mars,4KykoaJQ5UxjCpp3lYkvTE,0.113,0.691,0.828,0.0,0.358,-3.909,0.0749,75.519,0.678,229384,1,0,4,62
Lisbon,Wolf Alice,5ehQ98y6rSWTikDMVpHwc5,0.000121,0.519,0.829,0.895,0.132,-7.183,0.0479,144.034,0.269,206053,1,0,4,31
Little Bird,Eels,2HZ0ZQKrvMwuCQBkZuJD9K,0.992,0.413,0.105,0.0573,0.107,-15.108,0.0337,79.403,0.137,152813,5,1,4,26
Little Faith,The National,2kAu35H96f9hG3J96zfQOt,0.418,0.419,0.725,0.128,0.0776,-7.729,0.0359,149.991,0.338,276640,7,0,4,32
Little Friend,Gucci Mane,1tZMm3pVLho81LG2IN8hNm,0.212,0.619,0.655,0.0,0.556,-5.266,0.198,144.98,0.426,319200,1,0,4,22
Little Lovin',Lissie,78VktjfUlaQNEMShMyvB6Y,0.557,0.599,0.712,0.00102,0.122,-6.556,0.0487,116.047,0.378,268960,4,0,4,36
Little Miss,Sugarland,1hiIyiFaVmFvYKDnEWGzvb,0.0959,0.351,0.797,4.12e-05,0.157,-4.286,0.0379,129.14,0.243,271267,11,1,5,41
Little White Church,Little Big Town,0f73zOCdBx6ZPdiBjwN1AP,0.13,0.667,0.878,0.0,0.16,-4.797,0.0445,107.024,0.816,186224,10,1,4,55
Live a Little,Kenny Chesney,13zhyZhlM0VzUpEW8aShcp,0.0207,0.642,0.886,0.0275,0.391,-6.151,0.04,123.985,0.287,219107,7,1,4,41
Live By The Ocean,The Hoosiers,45bn9qAPDQcAk0Ohm0nbzT,0.000508,0.621,0.898,3.3e-05,0.377,-3.659,0.0302,137.981,0.803,243280,7,1,4,21
"Live Fast, Die Young",Rick Ross,4L0dkLS6mpsf6zRKVSwfWY,0.168,0.491,0.88,0.0,0.408,-3.985,0.319,169.781,0.699,373800,4,1,4,42
Live It Up,Nicky Jam,4DnHUy01jEA4b5ydC3HgsT,0.00573,0.582,0.944,1.27e-06,0.547,-0.928,0.185,143.97,0.8,207977,2,0,4,60
Live Life Loud,Hawk Nelson,51cTzc7yVJXnLt5n4My8zt,0.00846,0.481,0.965,0.0,0.254,-3.281,0.0796,166.002,0.596,177080,4,1,4,26
Living Better Now,Jamie Foxx,7wfGx8bfYFGA3Ongr3ZGia,0.0763,0.668,0.761,7.19e-05,0.116,-5.703,0.0568,164.969,0.397,246267,11,0,4,29
Living In Colour,Frightened Rabbit,528cgIrsl2JULZyoGObepz,0.0347,0.447,0.906,1.48e-06,0.371,-5.187,0.0707,138.995,0.588,228199,9,1,4,32
Living Is So Easy,Sea Power,6EJ6uTsUeTRcoy3Z8HGQ8h,0.00409,0.618,0.773,0.00284,0.105,-6.247,0.0267,130.391,0.582,241467,9,1,4,18
Loca,Shakira,42k1KeBehAd83lrGt1okiC,0.342,0.8,0.692,1.92e-06,0.0554,-5.57,0.0614,112.002,0.917,183693,9,0,4,70
London City,Devlin,4DIBmvk0dnu9M3TAQxNtMx,0.0966,0.512,0.903,9.84e-06,0.115,-5.065,0.237,139.719,0.389,183429,5,0,4,47
Lonely at the Top,Jamey Johnson,0jlqvPEW6s0U8vDJuIYCwU,0.331,0.648,0.645,0.00212,0.21,-8.334,0.0333,116.593,0.692,193773,9,1,4,48
Lonely Won't Come,Crystal Bowersox,1TJRavB7XyRRZpmhLNyaog,0.0498,0.61,0.902,0.0226,0.256,-5.435,0.0423,99.981,0.627,210480,7,1,4,6
Long Hard Times To Come,Gangstagrass,7ef2ooGxlk0EzubPupK3ao,0.309,0.64,0.815,0.000222,0.0928,-8.152,0.18,172.088,0.949,236077,4,1,4,46
Long Hot Summer,Keith Urban,3PY88239tYBnAv5LQoU2oY,0.0301,0.657,0.785,4.62e-06,0.0927,-8.428,0.037,127.987,0.769,273587,3,1,4,62
Long Live,Florida Georgia Line,0YfRAYTNTNszGg8VARrSIH,0.178,0.611,0.846,0.0,0.12,-3.548,0.0374,129.961,0.544,153253,7,1,4,62
Long Way Down,One Direction,2UFOh8iMQ2DON7sl3lqGJH,0.0772,0.633,0.565,2.31e-05,0.168,-5.179,0.0242,145.001,0.539,192160,0,1,4,59
