Track Name,Artist Name,Release Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,Popularity
Last Living Cowboy,Toby Keith,2013.0,0.697,0.771,7.0,-4.658,1.0,0.0386,0.0685,2.51e-05,0.268,0.699,95.022,2.9148833333333335,24
"Late March, Death March",Frightened Rabbit,2013.0,0.527,0.909,5.0,-5.631,1.0,0.0356,0.146,0.182,0.113,0.657,90.037,4.034,35
Late Night,Foals,2020.0,0.87,0.701,7.0,-7.385,1.0,0.0485,0.0225,0.479,0.104,0.195,121.988,8.4121,60
Later...When The TV Turns To Static,Glasvegas,2013.0,0.21,0.548,11.0,-6.704,0.0,0.0385,0.0159,0.0,0.122,0.0398,179.639,5.386666666666667,16
Laurel,Goldfrapp,2014.0,0.27,0.227,3.0,-13.875,0.0,0.0358,0.97,0.035,0.125,0.179,119.004,4.17245,10
Lay Down Your Weapons,K. Koke,2013.0,0.572,0.943,7.0,-5.651,0.0,0.292,0.083,0.0,0.106,0.291,88.226,3.7373166666666666,28
Lay Low,Josh Turner,2017.0,0.634,0.679,11.0,-5.922,1.0,0.0282,0.0794,0.000125,0.116,0.377,109.005,4.34755,50
Le Pingouin,Carla Bruni,2013.0,0.892,0.423,2.0,-6.054,1.0,0.0744,0.841,1.2e-05,0.112,0.847,107.774,2.302216666666667,21
Lean,The National,2013.0,0.562,0.483,7.0,-8.87,1.0,0.031,0.742,0.621,0.0806,0.408,112.05,4.521116666666667,41
Learn To Dance,Andrew McMahon,2013.0,0.601,0.554,1.0,-8.532,0.0,0.0504,0.0124,1.05e-05,0.104,0.0898,90.991,3.2836,27
Leather Jacket Love Song,The Cribs,2013.0,0.383,0.934,3.0,-4.023,1.0,0.0428,0.000345,0.162,0.0801,0.41,142.931,3.1046666666666667,23
Leaves Of Golden Brown,Harper Simon,2013.0,0.454,0.594,4.0,-10.434,0.0,0.0266,0.0184,0.767,0.121,0.479,157.947,4.8693333333333335,0
Leavin' the Light On,Darius Rucker,2013.0,0.691,0.452,9.0,-9.61,1.0,0.0273,0.393,3.46e-05,0.34,0.649,77.006,3.9388833333333335,29
Legacy,In This Moment,2020.0,0.238,0.854,2.0,-4.565,1.0,0.0682,0.0436,6.82e-06,0.334,0.138,178.076,4.8171,39
Legendary Lovers,Katy Perry,2013.0,0.623,0.836,4.0,-4.788,0.0,0.0846,0.0224,0.0,0.078,0.386,126.025,3.7369333333333334,52
Lessons,Stormzy,2019.0,0.637,0.509,9.0,-7.985,0.0,0.38,0.574,0.0,0.154,0.461,94.202,3.132216666666667,61
Let It Feel Good (My Eagles),White Denim,2013.0,0.431,0.801,7.0,-7.131,1.0,0.0854,0.339,7.23e-06,0.0813,0.604,93.049,3.74245,17
Let Legend Mark Me as the King,Christopher Lee,2013.0,0.438,0.822,5.0,-8.183,1.0,0.0582,0.00231,0.141,0.113,0.356,100.159,5.75235,19
Let Me Love It Out of You,Tim McGraw,2013.0,0.396,0.553,8.0,-4.933,1.0,0.0298,0.0668,2.25e-06,0.0823,0.515,109.515,5.582883333333333,16
Let Me Move You,Jimi Hendrix,2013.0,0.356,0.877,7.0,-8.296,1.0,0.0563,0.202,0.37,0.282,0.806,137.653,6.839333333333333,24
Let Nas Down,J. Cole,2013.0,0.466,0.741,0.0,-5.65,1.0,0.237,0.0253,0.0,0.298,0.369,83.192,4.62,56
Let The Bass Go,Snoop Dogg,2013.0,0.67,0.939,8.0,-7.581,1.0,0.24,0.00137,0.0,0.142,0.516,130.027,3.926,26
Let The Groove Get In,Justin Timberlake,2013.0,0.785,0.841,4.0,-5.962,0.0,0.064,0.204,0.00235,0.29,0.437,116.921,7.19355,47
Let Them See You,Colton Dixon,2013.0,0.307,0.273,5.0,-9.21,1.0,0.0317,0.717,0.0,0.104,0.259,82.341,4.268666666666666,31
Let's Go There,Brothers Osborne,2013.0,0.571,0.823,0.0,-3.687,1.0,0.0412,0.225,0.0,0.309,0.829,154.02,2.96645,36
Lettin' The Night Roll,Justin Moore,2013.0,0.542,0.859,2.0,-5.137,1.0,0.0424,0.0873,0.0,0.145,0.637,140.9,3.3853333333333335,55
Levitate,Twenty One Pilots,2018.0,0.7,0.934,6.0,-5.941,0.0,0.17,0.0857,0.226,0.114,0.224,92.973,2.43245,60
Life Is Hard,Edward Sharpe & the Magnetic Zeros,2013.0,0.38,0.671,10.0,-6.678,1.0,0.0374,0.422,0.0,0.335,0.361,171.979,3.5111166666666667,23
Life Of Misery,Drowning Pool,2013.0,0.411,0.94,1.0,-4.053,1.0,0.114,8.08e-05,0.0,0.342,0.468,165.03,3.84055,35
Life of the Party,All Time Low,2017.0,0.553,0.83,6.0,-5.697,0.0,0.038,9.83e-05,0.0,0.343,0.236,101.994,3.4217833333333334,43
Life on a Rock,Kenny Chesney,2013.0,0.673,0.398,2.0,-9.217,1.0,0.048,0.269,0.000701,0.0997,0.731,173.945,2.895783333333333,28
Lifted,CL,2016.0,0.369,0.698,0.0,-4.155,1.0,0.156,0.0015,0.0,0.217,0.286,181.353,2.9233666666666664,46
Light Me Up,Kristian Bush,2020.0,0.42,0.864,0.0,-3.258,1.0,0.0477,0.0642,4.34e-06,0.146,0.537,163.987,3.55555,12
Lighters (The One),Gabz,2013.0,0.655,0.785,0.0,-4.502,0.0,0.0392,0.0216,0.0,0.206,0.409,101.991,2.743116666666667,34
Like A Champion,Selena Gomez,2013.0,0.705,0.903,9.0,-4.091,0.0,0.118,0.0736,0.0,0.185,0.935,90.001,2.929333333333333,45
Like a Cowboy,Randy Houser,2013.0,0.511,0.687,1.0,-4.328,1.0,0.0326,0.254,2.49e-06,0.108,0.172,139.995,4.368883333333334,51
Like a Drum,Guy Sebastian,2014.0,0.682,0.846,4.0,-2.34,1.0,0.0309,0.00312,0.0,0.161,0.761,130.077,3.0317833333333333,51
Like a Rocket Man,David Bowie,2013.0,0.487,0.846,5.0,-6.338,1.0,0.0489,0.00111,1.13e-06,0.16,0.7,166.996,3.489533333333333,15
Like The Morning Dew,Laura Mvula,2013.0,0.652,0.334,2.0,-9.06,1.0,0.0252,0.505,0.000409,0.205,0.29,95.03,3.6762166666666665,23
Lil Snupe Intro,Lil Snupe,2013.0,0.755,0.804,9.0,-7.477,0.0,0.357,0.00953,0.0,0.102,0.552,83.945,2.4633333333333334,21
Line Of Fire,Junip,2014.0,0.484,0.75,2.0,-8.033,1.0,0.0417,0.472,0.523,0.111,0.284,90.377,5.654883333333333,45
Little Bit Gypsy,Kellie Pickler,2013.0,0.461,0.783,8.0,-4.346,1.0,0.0386,0.24,8.01e-05,0.117,0.667,171.941,3.1088833333333334,24
Little Bit Of Everything,Keith Urban,2013.0,0.619,0.882,8.0,-5.99,1.0,0.0912,0.239,0.0,0.033,0.897,159.98,3.42845,46
Little Black Dress,One Direction,2013.0,0.63,0.881,4.0,-3.506,1.0,0.0433,0.000467,0.0,0.0405,0.54,121.468,2.62755,61
Little Boy Blue (Your Daddy's Gone),Yoko Ono,2013.0,0.323,0.383,2.0,-11.175,1.0,0.0742,0.757,0.0616,0.116,0.204,203.807,3.771333333333333,6
Little Green Amp,Dave Davies,2013.0,0.46,0.823,0.0,-2.676,1.0,0.0395,0.0583,0.0,0.333,0.639,114.951,4.58055,1
Little Hospitals,Biffy Clyro,2013.0,0.45,0.906,1.0,-3.825,1.0,0.0384,9.51e-06,0.032,0.206,0.502,179.969,3.590883333333333,17
Little Me,Little Mix,2013.0,0.371,0.795,5.0,-5.092,0.0,0.0785,0.206,0.0,0.181,0.544,79.837,3.9226666666666667,57
Little Miss Tear Stain,Toby Keith,2013.0,0.73,0.785,9.0,-4.023,1.0,0.0268,0.0584,9.73e-05,0.0893,0.883,108.971,3.038883333333333,20
Little Space,The Limousines,2013.0,0.501,0.793,9.0,-3.648,0.0,0.0365,0.251,0.0,0.0794,0.426,122.985,2.64765,10
Little White Lies,One Direction,2013.0,0.591,0.899,0.0,-3.768,1.0,0.0536,0.00726,0.0,0.393,0.446,139.547,3.2986666666666666,60
Live and Learn (I Will),2 Chainz,2013.0,0.643,0.802,10.0,-5.705,0.0,0.464,0.109,0.0,0.076,0.396,76.266,4.467333333333333,15
"Live Fast, Die Beautiful",Escape the Fate,2013.0,0.537,0.971,5.0,-4.221,0.0,0.0985,0.000445,3.79e-05,0.206,0.41,130.003,3.8710166666666668,36
Live For,The Weeknd,2013.0,0.624,0.68,0.0,-7.64,1.0,0.112,0.517,0.0,0.114,0.227,75.983,3.711116666666667,48
Live For You,LL Cool J,2013.0,0.484,0.884,0.0,-4.125,1.0,0.298,0.0838,0.0,0.114,0.483,179.903,3.74565,8
Live Your Life,Mika,2013.0,0.617,0.82,5.0,-5.457,0.0,0.0445,0.0013,0.0,0.171,0.736,104.038,3.00955,44
Lived a Lie,You Me at Six,2014.0,0.468,0.889,7.0,-3.945,1.0,0.0408,0.0486,0.0,0.351,0.514,133.663,3.38755,49
Livin Life (On The Edge of A Knife),Bullet For My Valentine,2013.0,0.455,0.924,1.0,-4.181,1.0,0.0797,2.81e-05,0.00284,0.103,0.305,140.259,4.032666666666667,35
Livin' It Up,Ciara,2013.0,0.732,0.761,5.0,-4.163,0.0,0.0544,0.00297,1.62e-05,0.0996,0.265,99.963,3.7653333333333334,33
Living In The Eye Of The Storm,Trapt,2013.0,0.504,0.828,10.0,-4.575,0.0,0.0408,0.0144,0.0,0.272,0.523,157.915,3.850216666666667,7
Lock You Up,Charli XCX,2013.0,0.535,0.923,0.0,-4.052,1.0,0.0317,0.00505,0.0028,0.197,0.692,119.797,3.52445,25
Lockdown,Anderson Paak,2020.0,0.928,0.437,1.0,-7.081,0.0,0.127,0.144,0.000357,0.147,0.496,100.056,3.54355,52
Loco,Enrique Iglesias,2014.0,0.756,0.863,7.0,-3.39,1.0,0.028,0.404,0.0,0.112,0.915,132.987,3.55245,69
Lola Montez,Volbeat,2013.0,0.513,0.875,2.0,-4.819,1.0,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,4.461333333333333,59
Lolly,Maejor Ali,2013.0,0.663,0.889,1.0,-2.975,1.0,0.303,0.0376,0.0,0.784,0.837,152.186,3.75845,65
Lonely Eyes,Chris Young,2013.0,0.657,0.674,1.0,-5.273,1.0,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,3.62355,59
Lonesome Rider,Volbeat,2013.0,0.602,0.941,0.0,-4.152,0.0,0.0384,0.0074,0.00201,0.157,0.604,111.988,4.076,45
Long Hard Road,Alan Jackson,2013.0,0.404,0.476,4.0,-11.922,1.0,0.0453,0.611,0.0053,0.283,0.589,201.176,6.433783333333333,34
Long Live Rock & Roll,DAUGHTRY,2013.0,0.669,0.854,10.0,-5.666,1.0,0.0477,0.00645,0.0,0.0859,0.792,113.952,3.6048833333333334,45
Long Teenage Goodbye,Lady A,2013.0,0.678,0.78,9.0,-5.922,1.0,0.0363,0.0399,0.0,0.127,0.369,121.992,3.68045,27
Long Time Lie,Depeche Mode,2013.0,0.672,0.435,11.0,-11.424,0.0,0.0378,0.0515,0.00525,0.0937,0.177,124.969,4.39045,30
Look Right Through,Storm Queen,2013.0,0.833,0.82,0.0,-7.989,0.0,0.0841,0.00208,0.00306,0.28,0.517,119.979,2.473333333333333,38
Look...The Sun Is Rising,The Flaming Lips,2013.0,0.555,0.999,5.0,-2.33,0.0,0.1,0.0251,0.578,0.067,0.191,154.055,3.6425833333333335,18
Lord Help Me,Rachel Holder,2013.0,0.473,0.906,3.0,-4.169,0.0,0.0479,0.0586,0.0,0.353,0.511,95.104,3.6592666666666664,0
Lose To Win,Fantasia,2013.0,0.718,0.7,8.0,-5.795,1.0,0.0497,0.0112,0.0,0.0716,0.468,102.501,4.202883333333333,44
Lose Yourself,Black Rebel Motorcycle Club,2013.0,0.475,0.589,4.0,-10.58,1.0,0.0433,0.199,0.623,0.103,0.164,113.975,8.656883333333333,16
Lose Yourself to Dance,Daft Punk,2013.0,0.832,0.659,10.0,-7.828,0.0,0.057,0.0839,0.00114,0.0753,0.674,100.163,5.898216666666666,70
Losing Days,Frank Turner,2013.0,0.552,0.943,2.0,-3.166,1.0,0.0433,0.000288,1.47e-06,0.24,0.797,144.408,3.5142166666666665,28
Losing Ground,Newton Faulkner,2013.0,0.742,0.309,2.0,-10.342,1.0,0.0463,0.49,0.0,0.262,0.488,125.817,3.1046666666666667,24
Lost & Not Found,Chase & Status,2013.0,0.501,0.933,6.0,-4.611,0.0,0.0397,0.000595,0.00561,0.256,0.171,139.978,4.232,49
Lost Generation,Rizzle Kicks,2013.0,0.74,0.858,10.0,-4.362,0.0,0.141,0.0265,0.0,0.148,0.78,116.991,3.5911166666666667,21
Love & Meth,Korn,2013.0,0.552,0.921,11.0,-5.743,0.0,0.102,0.000208,0.000195,0.349,0.289,90.05,4.051783333333334,46
Love 2 Dislike Me,Tech N9ne,2013.0,0.602,0.685,4.0,-8.71,0.0,0.0377,0.00479,1.24e-06,0.17,0.0634,140.066,3.8993333333333333,28
Love Alone Is Worth The Fight,Switchfoot,2013.0,0.476,0.851,11.0,-5.601,1.0,0.029,0.00131,2.02e-05,0.0949,0.336,96.011,4.56155,43
Love Cards,Devlin,2013.0,0.299,0.902,8.0,-4.931,1.0,0.0804,0.000129,4.32e-06,0.167,0.421,97.788,3.876116666666667,1
Love Don't Die,The Fray,2014.0,0.632,0.805,11.0,-4.488,0.0,0.0303,0.0095,0.0,0.197,0.275,115.489,3.05155,57
Love Game,Eminem,2013.0,0.766,0.941,9.0,-2.546,1.0,0.18,0.359,0.0,0.585,0.707,105.519,4.949216666666667,54
Love Got Away,Boston,2013.0,0.423,0.545,7.0,-8.154,1.0,0.0326,0.361,4.73e-05,0.106,0.402,116.379,4.482216666666667,15
Love Has Come for Me,Colton Dixon,2013.0,0.444,0.94,1.0,-3.581,0.0,0.148,0.000817,0.0,0.127,0.148,151.984,3.3242166666666666,19
Love in the Future (Intro),John Legend,2013.0,0.302,0.373,4.0,-7.998,0.0,0.0336,0.943,0.384,0.349,0.359,76.674,0.6737833333333333,36
Love Is A Bourgeois Construct,Pet Shop Boys,2013.0,0.45,0.886,8.0,-6.106,1.0,0.084,2.96e-05,1.44e-05,0.127,0.183,129.029,6.695216666666667,37
Love Is A Silent Thief,Katie Melua,2013.0,0.534,0.499,1.0,-6.754,1.0,0.0423,0.282,4.45e-05,0.0867,0.367,144.186,3.010883333333333,18
Love Is Everything,Ariana Grande,2013.0,0.563,0.931,11.0,-3.468,1.0,0.0909,0.0904,0.0,0.258,0.81,180.035,3.54645,64
Love is Lost,David Bowie,2013.0,0.643,0.588,10.0,-7.069,0.0,0.0264,0.0112,0.00495,0.156,0.562,101.971,3.96,34
Love Is On The Radio,McFly,2013.0,0.508,0.673,7.0,-4.581,1.0,0.0335,0.103,0.0,0.097,0.633,80.959,4.084883333333333,40
Love Is To Die,Warpaint,2014.0,0.331,0.639,11.0,-9.07,0.0,0.0361,0.253,0.356,0.0856,0.428,84.545,4.862633333333333,51
Love Is War,Hillsong United,2013.0,0.281,0.569,11.0,-7.724,0.0,0.0317,0.127,0.00128,0.0924,0.061,143.92,7.250216666666667,35
Love Like This,Zayn,2023.0,0.699,0.645,10.0,-4.485,0.0,0.0452,0.217,6.3e-06,0.0723,0.484,129.99,2.8883833333333335,73
Love Money Party,Miley Cyrus,2013.0,0.792,0.546,6.0,-7.549,1.0,0.0916,0.0784,0.0,0.341,0.794,129.093,3.6628833333333333,46
Love Of My Life,Harry Styles,2022.0,0.555,0.536,7.0,-8.233,1.0,0.0452,0.669,0.0,0.0623,0.203,118.057,3.193966666666667,76
Love Or Money,Kristian Bush,2013.0,0.605,0.838,7.0,-4.156,1.0,0.043,0.00567,0.000309,0.0956,0.803,88.998,3.08585,30
Love Sick,Sleigh Bells,2013.0,0.324,0.919,7.0,-4.715,1.0,0.242,0.0204,6.17e-05,0.383,0.508,71.527,3.1622166666666667,16
Love Take Me Over,Steven Curtis Chapman,2013.0,0.606,0.919,1.0,-3.687,1.0,0.0517,0.28,0.0,0.327,0.877,170.926,3.022883333333333,40
Love They Say,Tegan and Sara,2013.0,0.477,0.728,4.0,-7.108,1.0,0.0342,0.00372,5.05e-05,0.15,0.367,93.113,3.5688833333333334,32
Love Will Remember,Selena Gomez,2013.0,0.634,0.956,7.0,-4.143,0.0,0.152,0.0132,0.0,0.0978,0.33,109.979,3.506,55
Love You Forever,Zendaya,2013.0,0.644,0.824,9.0,-6.514,0.0,0.0514,0.00315,0.0,0.101,0.753,106.997,4.133116666666667,27
Loved By a Workin' Man,Pistol Annies,2013.0,0.614,0.577,9.0,-7.126,1.0,0.0267,0.544,0.0,0.322,0.594,74.178,3.816,27
Loved Me Back To Life,Celine Dion,2013.0,0.488,0.673,7.0,-5.743,1.0,0.0495,0.128,0.0,0.398,0.479,146.197,3.8373333333333335,53
LoveHate Thing,Wale,2013.0,0.736,0.691,8.0,-6.118,1.0,0.169,0.0771,0.0,0.0422,0.18,99.954,4.456666666666667,47
Lovers Forever,Cher,2013.0,0.458,0.923,7.0,-3.091,1.0,0.109,0.00976,1.74e-06,0.274,0.25,130.135,4.020216666666666,20
Lovesick,Peace,2013.0,0.386,0.803,4.0,-5.14,1.0,0.0516,0.00502,0.0,0.212,0.543,152.128,2.2211166666666666,48
Loving You,Michael Jackson,2012.0,0.657,0.467,5.0,-8.925,1.0,0.0341,0.667,1.92e-06,0.0295,0.276,100.139,4.196,64
Loyal,PartyNextDoor,2020.0,0.865,0.53,0.0,-6.347,0.0,0.0491,0.511,0.00149,0.0946,0.203,104.948,3.29955,68
Lunatic,Rizzle Kicks,2013.0,0.274,0.879,2.0,-5.605,1.0,0.257,0.199,0.0,0.427,0.398,179.129,3.671116666666667,5
Lungs,Chvrches,2013.0,0.704,0.537,5.0,-6.379,1.0,0.0634,0.00985,2e-06,0.101,0.775,95.009,3.0477833333333333,34
M.I.N.E. (End This Way),Five Finger Death Punch,2013.0,0.523,0.914,11.0,-3.816,0.0,0.0406,0.00136,0.0,0.109,0.271,132.069,4.0992,51
Machine Gun,Chase & Status,2013.0,0.71,0.859,2.0,-6.38,1.0,0.214,0.00682,0.000271,0.0436,0.411,139.983,3.26645,39
Machineries Of Joy,Sea Power,2013.0,0.439,0.749,4.0,-8.228,1.0,0.0369,0.16,0.205,0.372,0.153,150.018,6.280883333333334,20
Mad Sounds,Arctic Monkeys,2013.0,0.532,0.462,10.0,-10.71,1.0,0.03,0.279,0.196,0.101,0.485,80.001,3.5835333333333335,65
Made in the USA,Demi Lovato,2013.0,0.576,0.86,8.0,-3.913,1.0,0.0394,0.000875,0.0,0.316,0.594,87.461,3.2682166666666665,56
Made Of Glass,KT Tunstall,2013.0,0.364,0.251,4.0,-10.756,1.0,0.0354,0.912,0.000176,0.163,0.129,83.982,4.1885666666666665,16
Made to Love,John Legend,2013.0,0.607,0.639,3.0,-6.099,0.0,0.0285,0.0348,0.00785,0.0927,0.359,107.006,4.0057833333333335,47
Make a Move,Gavin DeGraw,2013.0,0.727,0.891,10.0,-5.553,1.0,0.0312,0.0599,0.0,0.12,0.623,117.968,3.291333333333333,38
Make Believe,Backstreet Boys,2013.0,0.574,0.847,1.0,-5.036,1.0,0.0304,0.0621,0.0,0.137,0.453,130.001,4.776833333333333,24
Make It Back,Joan Jett,2013.0,0.375,0.921,0.0,-3.654,1.0,0.0527,0.0691,0.0,0.336,0.777,160.96,3.2947333333333333,16
Make Me Wanna,Thomas Rhett,2013.0,0.545,0.818,9.0,-6.38,1.0,0.0541,0.0369,0.0,0.101,0.679,109.019,3.751116666666667,66
Mala,Devendra Banhart,2013.0,0.454,0.122,9.0,-23.189,0.0,0.0434,0.992,0.696,0.121,0.131,69.947,1.13955,39
Mama Said Knock You Out,Five Finger Death Punch,2013.0,0.591,0.979,6.0,-3.764,0.0,0.102,0.000126,0.0,0.0819,0.724,102.993,2.7918333333333334,56
Man of the Year,ScHoolboy Q,2014.0,0.749,0.865,3.0,-5.228,1.0,0.0413,0.00536,0.0,0.198,0.371,111.914,3.600216666666667,72
MANiCURE,Lady Gaga,2013.0,0.667,0.912,6.0,-3.218,0.0,0.044,0.00154,1.17e-06,0.792,0.867,138.084,3.3297833333333333,55
Manorbier,Manic Street Preachers,2013.0,0.327,0.441,2.0,-10.037,0.0,0.0353,0.365,0.887,0.119,0.155,121.492,4.524216666666667,10
Marley,Kenny Chesney,2018.0,0.876,0.258,7.0,-12.531,1.0,0.0684,0.702,1.32e-05,0.0993,0.799,117.037,3.8222,40
Marry Me,Meghan Trainor,2021.0,0.66,0.274,0.0,-8.827,1.0,0.0309,0.883,0.0,0.167,0.579,135.791,3.5997,35
Mars,Jay Sean,2010.0,0.612,0.612,5.0,-6.849,0.0,0.0525,0.0848,0.0,0.131,0.34,76.382,3.20045,36
Marshal Dear,Savages,2013.0,0.376,0.411,9.0,-10.191,0.0,0.0339,0.307,0.0383,0.0974,0.155,123.043,4.050666666666666,22
Martyrs,The Devil Wears Prada,2013.0,0.274,0.991,2.0,-2.973,1.0,0.225,0.00218,3.06e-05,0.12,0.183,145.169,3.4668833333333335,27
Mary Jane Holland,Lady Gaga,2013.0,0.48,0.967,4.0,-4.586,0.0,0.235,0.0156,0.0,0.356,0.206,101.997,4.63,53
Master Hunter,Laura Marling,2013.0,0.606,0.844,5.0,-7.396,1.0,0.032,0.116,0.00149,0.0982,0.694,98.673,3.2725333333333335,35
Master of Savagery,Soulfly,2013.0,0.359,0.9,0.0,-4.678,1.0,0.0876,3.99e-05,0.034,0.0823,0.297,99.851,5.17355,19
Matangi,M.I.A.,2013.0,0.695,0.897,1.0,-2.716,0.0,0.274,0.13,0.00883,0.235,0.419,139.999,5.200216666666667,34
Maybe You're Right,Miley Cyrus,2013.0,0.719,0.814,8.0,-5.099,1.0,0.0523,0.0235,0.0,0.0862,0.571,107.973,3.55645,47
Me,Kelly Clarkson,2021.0,0.495,0.896,11.0,-2.381,1.0,0.0331,0.005,0.0,0.353,0.462,146.04,4.044083333333333,87
Me & My Girls,Fifth Harmony,2013.0,0.567,0.85,9.0,-3.43,1.0,0.118,0.0188,0.0,0.126,0.524,134.94,3.4002166666666667,42
Me Myself and Wine,Ron Sexsmith,2013.0,0.557,0.441,4.0,-8.314,1.0,0.0278,0.796,0.0,0.313,0.607,128.755,2.6146666666666665,6
Mean To Me,Brett Eldredge,2013.0,0.647,0.586,0.0,-6.883,1.0,0.0313,0.115,1.69e-06,0.121,0.165,87.994,3.8151166666666665,52
Meant To Be,Stay Flee Get Lizzy,2021.0,0.745,0.694,6.0,-5.215,0.0,0.283,0.0813,0.0,0.253,0.649,141.995,3.16,58
Melody Calling,The Vaccines,2013.0,0.593,0.908,11.0,-8.304,0.0,0.0478,0.00108,0.376,0.369,0.855,145.981,2.9768833333333333,46
Memories Back Then,T.I.,2013.0,0.796,0.504,2.0,-10.989,0.0,0.0524,0.115,0.0,0.136,0.221,130.01,5.072,52
Mermaids,Florence + the Machine,2023.0,0.435,0.541,9.0,-9.17,0.0,0.0366,0.468,0.00428,0.128,0.121,117.077,4.588666666666667,0
Messed Up Kids,Jake Bugg,2013.0,0.543,0.911,6.0,-4.077,1.0,0.0291,0.00119,0.0,0.0857,0.376,130.259,2.9982166666666665,26
Messed Up World (F'd Up World),The Pretty Reckless,2014.0,0.591,0.962,1.0,-3.485,1.0,0.0857,7.06e-05,2.26e-06,0.0658,0.586,127.993,4.25,18
Metal & Dust,London Grammar,2013.0,0.44,0.684,11.0,-9.902,0.0,0.0609,0.0565,0.022,0.168,0.246,123.021,3.447783333333333,30
Methademic,Black Sabbath,2013.0,0.409,0.962,11.0,-3.713,1.0,0.0835,7.26e-05,0.021,0.128,0.222,77.021,5.9702166666666665,36
Michael and Maria,Steven Curtis Chapman,2013.0,0.522,0.505,1.0,-9.286,1.0,0.0329,0.599,0.0105,0.155,0.543,92.844,3.7773333333333334,14
Middle Fingers Up,Attila,2013.0,0.594,0.931,1.0,-4.612,1.0,0.0384,0.000476,0.102,0.307,0.473,114.986,2.61755,54
Midnight Lullaby,Queensrÿche,2013.0,0.279,0.184,9.0,-22.97,1.0,0.0449,0.00212,0.0828,0.211,0.066,99.773,0.9287666666666666,11
Midnight Memories,One Direction,2013.0,0.432,0.868,6.0,-2.01,0.0,0.0882,0.00725,0.0,0.233,0.567,156.128,2.9386666666666668,68
Midnight Road,Rachel Farley,2013.0,0.488,0.856,0.0,-4.563,0.0,0.0374,0.00596,0.0,0.304,0.764,160.189,3.19205,2
MILF,Big Sean,2013.0,0.514,0.861,1.0,-7.68,1.0,0.391,0.0122,5.58e-06,0.619,0.766,144.116,4.36845,35
Milk & Black Spiders,Foals,2013.0,0.555,0.796,11.0,-6.928,0.0,0.0538,0.000567,0.759,0.111,0.495,124.944,5.28755,44
Million Pound Girl (Badder Than Bad),Fuse ODG,2014.0,0.608,0.932,1.0,-1.311,1.0,0.0752,0.0762,0.0,0.0572,0.722,199.99,4.102083333333334,54
Mine Would Be You,Blake Shelton,2013.0,0.572,0.529,0.0,-6.897,1.0,0.0282,0.146,0.0,0.335,0.321,139.876,3.9917833333333332,58
Minefield,Babyshambles,2013.0,0.549,0.452,0.0,-5.657,1.0,0.0265,0.0157,0.000217,0.297,0.111,84.829,5.22175,16
Minnie,Sleigh Bells,2013.0,0.46,0.822,2.0,-4.571,1.0,0.292,0.0196,0.000689,0.64,0.4,84.075,3.02245,18
Miracle Mile,Cold War Kids,2013.0,0.355,0.867,2.0,-3.144,1.0,0.0738,0.00664,0.554,0.323,0.295,142.849,3.0022166666666665,61
Mirrors,Niall Horan,2017.0,0.575,0.609,2.0,-7.434,1.0,0.0301,0.00989,0.0,0.125,0.37,139.961,3.6399333333333335,56
Misery Chain,Chris Cornell,2015.0,0.228,0.34,5.0,-8.76,1.0,0.03,0.474,0.0,0.15,0.11,174.486,4.672,34
Miss Jackson,Panic! At The Disco,2013.0,0.642,0.873,2.0,-5.821,1.0,0.0551,0.00394,0.0,0.175,0.662,82.002,3.2008833333333335,65
Miss Missing You,Fall Out Boy,2013.0,0.556,0.851,6.0,-2.981,0.0,0.0443,4.46e-05,1.97e-05,0.211,0.271,114.948,3.5171166666666664,52
Miss Movin' On,Fifth Harmony,2013.0,0.466,0.842,6.0,-2.937,1.0,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,3.2288833333333335,59
Miss You,Louis Tomlinson,2017.0,0.541,0.69,3.0,-5.391,1.0,0.206,0.0216,0.0,0.257,0.681,180.239,3.0337666666666667,63
Mission Bells,Matt Nathanson,2013.0,0.66,0.871,1.0,-4.511,0.0,0.0322,0.0824,5.8e-06,0.344,0.755,89.997,3.662,24
Mission Sunset,Palms,2013.0,0.179,0.699,4.0,-6.172,1.0,0.0357,0.000715,0.0719,0.0912,0.119,93.658,10.0,25
Mississippi In July,Charlie Worsham,2013.0,0.538,0.499,5.0,-9.389,1.0,0.0299,0.332,0.00024,0.202,0.258,92.023,3.9366666666666665,20
Mo Money (Interlude),J. Cole,2013.0,0.617,0.719,1.0,-7.635,0.0,0.387,0.756,0.0,0.149,0.477,84.831,1.294,55
Modern Jesus,Portugal. The Man,2013.0,0.627,0.633,10.0,-7.41,0.0,0.0305,0.133,7.07e-05,0.216,0.763,85.999,3.2342166666666667,60
Modern Magic Formula,Biffy Clyro,2013.0,0.402,0.921,6.0,-4.059,0.0,0.0423,1.26e-05,0.00175,0.109,0.469,183.997,3.9146666666666667,28
Mojo Man,Jimi Hendrix,2013.0,0.537,0.607,5.0,-10.317,1.0,0.0342,0.00961,0.0081,0.368,0.768,99.057,4.118666666666667,27
Molly,Tyga,2013.0,0.831,0.783,5.0,-6.719,1.0,0.0527,0.079,1.27e-06,0.35,0.771,140.046,3.6406666666666667,50
