Track Name,Artist Name,Release Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,Popularity
Heart Vacancy,The Wanted,2010.0,0.579,0.662,1.0,-5.201,1.0,0.0315,0.178,0.0,0.105,0.276,84.018,3.73645,44
Heartbeat,James Arthur,2022.0,0.438,0.435,5.0,-9.967,1.0,0.0442,0.499,0.0,0.118,0.433,137.247,3.86205,64
Heartless,The Weeknd,2020.0,0.537,0.746,10.0,-5.507,0.0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,3.30445,84
Heaven Nor Hell,Volbeat,2010.0,0.411,0.767,3.0,-4.211,1.0,0.056,0.000621,0.00842,0.134,0.659,134.408,5.376883333333334,60
Heaven on Earth,Boston,2013.0,0.435,0.815,3.0,-7.884,1.0,0.0419,0.00354,0.000299,0.33,0.543,117.449,3.6271166666666668,31
Heaven or Hell,The Morning Of,2010.0,0.511,0.52,7.0,-8.046,1.0,0.0289,0.312,0.000249,0.129,0.175,116.889,5.3037833333333335,6
Heavy,Anne-Marie,2023.0,0.582,0.47,5.0,-8.629,1.0,0.0303,0.107,0.0,0.174,0.494,100.814,2.8667,0
Heavy in Your Arms,Florence + the Machine,2009.0,0.324,0.802,9.0,-5.912,0.0,0.0673,0.51,0.0022,0.0868,0.296,79.669,4.758216666666667,50
Helicopter,Deerhunter,2010.0,0.503,0.718,4.0,-7.202,1.0,0.039,0.219,0.511,0.258,0.419,73.989,4.96955,43
Helium Hearts,Jason Reeves,2011.0,0.627,0.773,0.0,-5.437,1.0,0.0271,0.166,2.51e-06,0.12,0.549,109.986,4.1433333333333335,25
Hell of a Life,Kanye West,2010.0,0.449,0.813,8.0,-5.478,1.0,0.129,0.00142,0.000172,0.106,0.452,177.962,5.463116666666667,67
Hello,Erykah Badu,2015.0,0.437,0.526,11.0,-5.876,0.0,0.174,0.643,0.0,0.325,0.394,76.162,5.33265,52
Hello World,Lady A,2010.0,0.427,0.531,8.0,-6.985,1.0,0.0297,0.0555,0.00106,0.0835,0.145,111.079,5.435116666666667,44
Hemingway's Whiskey,Kenny Chesney,2010.0,0.685,0.196,3.0,-13.927,1.0,0.0324,0.845,0.00653,0.106,0.475,75.971,3.48845,34
Her Name Is Alice,Shinedown,2008.0,0.549,0.706,10.0,-5.269,1.0,0.0318,0.0165,0.0,0.121,0.144,94.996,3.64555,46
Her Words Destroyed My Planet,Motion City Soundtrack,2010.0,0.545,0.941,4.0,-3.541,1.0,0.134,0.00195,0.0,0.247,0.43,136.037,3.643116666666667,38
Here Goes,Bebo Norman,2010.0,0.535,0.733,2.0,-6.017,1.0,0.0243,0.0125,0.0,0.256,0.403,87.97,3.40645,24
Here We Are Juggernaut,Coheed and Cambria,2010.0,0.28,0.988,6.0,-3.328,0.0,0.14,7.79e-05,0.0303,0.103,0.191,160.035,3.73445,42
Heroin Addict Sister,Elizabeth Cook,2010.0,0.69,0.399,7.0,-6.682,1.0,0.027,0.644,0.0,0.12,0.371,108.872,4.023333333333333,12
Hesitate,Jonas Brothers,2019.0,0.622,0.485,2.0,-7.259,1.0,0.0322,0.227,0.0,0.0889,0.236,118.051,3.4806666666666666,59
Hey,Lil Jon,2010.0,0.689,0.76,0.0,-3.546,1.0,0.0603,0.000574,1.3e-06,0.109,0.512,132.024,3.5862166666666666,39
Hey Baby (Drop It to the Floor),Pitbull,2011.0,0.595,0.912,10.0,-3.428,0.0,0.0884,0.0434,0.0,0.259,0.762,128.024,3.90755,77
Hey Cutie,Soulja Boy,2010.0,0.636,0.664,1.0,-4.8,0.0,0.0297,0.102,0.0,0.275,0.585,68.001,3.25755,22
Hey Hey Hey,Katy Perry,2017.0,0.653,0.703,9.0,-5.632,1.0,0.0982,0.0516,0.0,0.0521,0.488,134.064,3.582666666666667,50
Hey You,Disturbed,2022.0,0.5,0.982,1.0,-3.496,1.0,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033,4.4747,60
Hickory Dichotomy,Stone Temple Pilots,2010.0,0.591,0.881,0.0,-4.768,1.0,0.0329,0.000301,1.54e-05,0.326,0.743,113.959,3.3753333333333333,17
Hidden Away,Josh Groban,2010.0,0.312,0.289,0.0,-7.436,1.0,0.0289,0.631,0.0,0.115,0.168,145.089,3.915783333333333,30
High Horse,Kacey Musgraves,2018.0,0.725,0.674,11.0,-5.254,0.0,0.0363,0.0325,3.55e-06,0.0531,0.773,120.057,3.56155,61
Higher,Michael Bublé,2022.0,0.684,0.821,10.0,-5.497,0.0,0.0477,0.0314,6.65e-05,0.265,0.883,126.029,3.0898,62
Higher Window,Josh Groban,2010.0,0.348,0.307,0.0,-6.617,1.0,0.0273,0.635,0.0,0.319,0.18,146.34,4.606,35
History,Joel Corry,2023.0,0.674,0.86,8.0,-3.318,1.0,0.0369,0.155,3.21e-06,0.359,0.771,122.975,2.9435,0
History Lesson,Motion City Soundtrack,2010.0,0.55,0.733,8.0,-2.525,1.0,0.0452,0.0273,0.0,0.148,0.562,104.96,2.5857833333333335,26
Hit It Again,3OH!3,2020.0,0.592,0.794,4.0,-3.052,0.0,0.061,0.00632,4.6e-05,0.209,0.724,147.057,3.064566666666667,7
Hitchhiker,Demi Lovato,2017.0,0.692,0.41,2.0,-5.957,1.0,0.0662,0.342,5.39e-06,0.115,0.551,131.905,3.72555,43
Hold My Beer,Trace Adkins,2010.0,0.582,0.864,2.0,-4.628,1.0,0.0501,0.00289,0.000179,0.36,0.625,111.987,3.3691166666666668,25
Hold My Hand,Lady Gaga,2023.0,0.519,0.617,7.0,-4.287,1.0,0.0313,0.0387,0.0,0.401,0.222,147.708,3.755,0
Hold On,Katy Nichole,2023.0,0.387,0.494,5.0,-5.369,1.0,0.0334,0.764,0.0,0.102,0.179,135.98,3.9275333333333333,57
Hold You (Hold Yuh),Gyptian,2010.0,0.69,0.621,8.0,-3.583,1.0,0.06,0.321,2.81e-05,0.0884,0.497,66.858,3.88755,68
Holding All These Lies,Korn,2010.0,0.503,0.984,4.0,-4.372,1.0,0.0703,0.00261,0.00116,0.422,0.334,129.661,4.636216666666667,30
Holding Up the Sky,Mary Chapin Carpenter,2010.0,0.721,0.402,8.0,-12.238,1.0,0.0371,0.624,0.0663,0.0896,0.537,103.991,4.80845,11
Holding You Down (Goin' In Circles),Jazmine Sullivan,2010.0,0.724,0.872,8.0,-2.706,0.0,0.14,0.082,0.0,0.316,0.783,95.09,3.616,54
Holiday,Naomi Cowan,2021.0,0.712,0.489,8.0,-14.425,1.0,0.0665,0.0781,0.000139,0.269,0.909,82.499,3.3251,7
Hollywood,Gorillaz,2018.0,0.685,0.631,7.0,-10.338,1.0,0.0926,0.0249,7.67e-05,0.211,0.72,104.126,4.89155,51
Hollywood Tonight,Michael Jackson,2010.0,0.805,0.743,9.0,-4.895,0.0,0.0533,0.00534,2.84e-05,0.0901,0.822,114.074,4.506216666666667,51
Holy Toledo,Crystal Bowersox,2010.0,0.483,0.738,1.0,-4.741,1.0,0.0352,0.00864,0.000134,0.0871,0.357,154.043,3.8511166666666665,14
Home,Machine Gun Kelly,2017.0,0.653,0.718,3.0,-5.232,0.0,0.213,0.00413,0.0,0.0537,0.216,82.034,3.3800833333333333,74
Home Sweet Home,Shelby Lynne,2010.0,0.595,0.277,3.0,-11.209,1.0,0.0302,0.859,0.000553,0.192,0.3,89.92,3.544216666666667,1
Homecoming Queen,Laura Bell Bundy,2009.0,0.623,0.5,11.0,-7.479,1.0,0.0274,0.651,0.00109,0.148,0.304,131.997,4.524,7
Honey,John Legend,2022.0,0.547,0.59,9.0,-4.224,0.0,0.0431,0.0371,0.0,0.215,0.23,90.0,2.3336166666666665,48
Hoodie,Omarion,2010.0,0.674,0.563,10.0,-4.964,0.0,0.0582,0.0817,0.0,0.354,0.402,81.991,3.5857833333333335,13
Hope She Cheats on You (With a Basketball Player),Marsha Ambrosius,2011.0,0.501,0.666,6.0,-7.312,0.0,0.414,0.0596,0.0,0.123,0.392,163.925,4.060883333333333,33
Horchata,Vampire Weekend,2010.0,0.834,0.787,0.0,-7.119,1.0,0.139,0.0801,0.0,0.356,0.836,119.976,3.44555,49
Hot 'N' Fun,N.E.R.D,2010.0,0.749,0.649,1.0,-4.545,1.0,0.0344,0.000843,0.000601,0.115,0.807,120.033,3.4002166666666667,49
Hot Tottie,Usher,2010.0,0.654,0.866,6.0,-4.332,0.0,0.286,0.00155,5.38e-06,0.0928,0.669,87.525,4.988883333333333,44
House Of Cards,Robert Plant,2010.0,0.498,0.57,7.0,-4.985,1.0,0.03,0.159,6.03e-05,0.132,0.417,121.238,3.217783333333333,17
House Party,Mist,2020.0,0.786,0.509,2.0,-9.942,1.0,0.355,0.198,2.15e-05,0.338,0.34,106.975,2.8411166666666667,42
How Bad We Need Each Other,Marc Scibilia,2016.0,0.673,0.691,4.0,-6.228,0.0,0.0557,0.0729,0.0,0.0803,0.656,91.034,3.21775,34
How Did We Get Here,Fat Joe,2010.0,0.481,0.886,7.0,-3.935,1.0,0.216,0.0409,0.0,0.363,0.427,88.317,4.340216666666667,21
How Dirty Girls Get Clean,Hole,2010.0,0.352,0.93,9.0,-4.547,0.0,0.0836,9.08e-05,0.00102,0.188,0.233,149.142,4.9093333333333335,27
How I Got Over,The Roots,2010.0,0.637,0.793,5.0,-4.538,0.0,0.0821,0.00575,0.0,0.597,0.81,122.251,3.562883333333333,44
Howlin' For You,The Black Keys,2010.0,0.705,0.735,11.0,-6.646,1.0,0.0931,0.028,0.0783,0.112,0.448,132.627,3.1966666666666668,71
Huckleberry Crumble,Stone Temple Pilots,2010.0,0.487,0.855,2.0,-4.365,1.0,0.0395,0.00202,0.0,0.17,0.663,129.085,3.1802166666666665,20
Human,Cody Johnson,2021.0,0.4,0.647,2.0,-7.279,1.0,0.0337,0.176,5.79e-05,0.11,0.274,84.08,3.692,71
Hummingbird Heartbeat,Katy Perry,2012.0,0.596,0.896,6.0,-2.946,1.0,0.0945,0.00241,0.0,0.0913,0.62,121.957,3.538,47
Hunger,Florence + the Machine,2018.0,0.729,0.675,2.0,-5.62,0.0,0.0415,0.53,0.0,0.0985,0.332,116.016,3.5777833333333335,65
Hurricane J,The Hold Steady,2010.0,0.622,0.731,9.0,-4.258,1.0,0.0334,0.00268,7.52e-05,0.219,0.626,121.071,3.0486666666666666,23
Hustla,The Roots,2010.0,0.61,0.882,6.0,-3.337,0.0,0.41,0.0536,0.0,0.339,0.424,170.457,2.938,25
Hustle Hard,Ace Hood,2011.0,0.831,0.74,1.0,-3.723,1.0,0.152,0.00557,0.0,0.302,0.21,140.041,4.76155,50
Hypnotize U,N.E.R.D,2010.0,0.722,0.638,9.0,-6.664,0.0,0.0752,0.617,0.01,0.184,0.455,108.978,4.2831166666666665,44
Hysteria,Motion City Soundtrack,2010.0,0.482,0.893,11.0,-3.634,1.0,0.114,0.00401,0.0,0.0459,0.801,175.927,3.098883333333333,28
I Ain't Ready to Quit,Jason Aldean,2010.0,0.52,0.68,6.0,-4.648,1.0,0.0291,0.183,3.12e-06,0.197,0.536,75.951,3.562,41
I Ain't Thru,Keyshia Cole,2010.0,0.65,0.666,10.0,-3.598,0.0,0.221,0.00816,0.0,0.307,0.419,192.541,3.9848833333333333,31
I Am,Awolnation,2015.0,0.573,0.746,4.0,-4.921,1.0,0.0286,0.171,0.000187,0.276,0.271,130.004,4.57205,45
I Am America,Krista Branch,2010.0,0.705,0.721,1.0,-6.744,0.0,0.0404,0.082,0.000664,0.115,0.444,127.002,3.5158833333333335,5
I Am Not A Human Being,Lil Wayne,2010.0,0.376,0.841,3.0,-4.348,0.0,0.356,0.0435,0.0,0.578,0.463,76.052,4.53245,70
I Am Not A Robot,Marina,2010.0,0.665,0.494,2.0,-5.405,1.0,0.0269,0.571,0.0,0.12,0.489,120.003,3.5862166666666666,55
I Am Only One,We Are the Fallen,2010.0,0.45,0.403,7.0,-8.302,1.0,0.0262,0.828,0.000988,0.116,0.0871,139.8,4.63245,38
I Am the Champion,B.o.B,2020.0,0.639,0.957,1.0,-4.81,1.0,0.169,0.162,0.0,0.188,0.566,72.526,3.91555,18
I Can Change,Brandon Flowers,2015.0,0.413,0.837,2.0,-5.138,0.0,0.0822,0.115,1.1e-05,0.12,0.351,131.373,4.311116666666667,46
I Can't Hear You,The Dead Weather,2010.0,0.529,0.754,0.0,-3.167,0.0,0.182,0.0482,0.00592,0.108,0.422,79.462,3.5848833333333334,51
I Can't Love You Back,Easton Corbin,2010.0,0.565,0.449,11.0,-10.962,1.0,0.0284,0.341,1.31e-05,0.132,0.119,134.039,4.08645,45
"I Corinthians, 15:55",Johnny Cash,2010.0,0.429,0.181,9.0,-10.985,1.0,0.0345,0.941,1.38e-06,0.102,0.514,147.296,3.6288833333333335,30
I Don't Belong,Fontaines D.C.,2020.0,0.657,0.716,9.0,-7.76,0.0,0.0264,0.2,0.000728,0.173,0.513,112.045,4.51845,51
I Don't Care,Ed Sheeran,2023.0,0.798,0.676,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,3.665783333333333,0
I Don't Deserve You,Lloyd Banks,2010.0,0.556,0.856,1.0,-5.761,1.0,0.403,0.0378,1.04e-06,0.0718,0.398,174.222,3.8688833333333332,36
I Don't Love Nobody,Mason Reed,2010.0,0.689,0.514,7.0,-10.911,1.0,0.0619,0.00921,0.562,0.116,0.579,109.171,3.9974,0
I Don't Think I Trust You Anymore,Taylor Hawkins & the Coattail Riders,2010.0,0.543,0.801,2.0,-5.481,1.0,0.0516,0.00662,0.00175,0.227,0.556,157.984,3.5577833333333335,11
I Feel Better,Hot Chip,2010.0,0.598,0.672,0.0,-5.291,0.0,0.0438,0.0134,0.0,0.106,0.338,125.086,4.67145,46
I Get Lonely,Drake,2019.0,0.477,0.501,11.0,-9.178,0.0,0.0398,0.706,5.61e-06,0.0953,0.689,81.376,4.2260333333333335,57
I Go Hard,Gangstagrass,2010.0,0.681,0.778,9.0,-7.188,0.0,0.0963,0.0668,0.0,0.123,0.816,95.057,4.126316666666667,29
I Got Nothin',Darius Rucker,2010.0,0.554,0.621,9.0,-5.37,1.0,0.0325,0.169,0.0,0.086,0.257,147.798,3.406,41
I Hate Boys,Christina Aguilera,2010.0,0.758,0.661,1.0,-5.609,1.0,0.101,0.00861,0.000649,0.955,0.592,138.051,2.4026666666666667,43
I Hate Seagulls,Kate Nash,2010.0,0.294,0.000242,7.0,-12.591,1.0,0.0365,0.941,0.000158,0.163,0.963,214.236,8.833116666666667,14
I Heart NY,Samuel,2023.0,0.405,0.458,3.0,-1.566,0.0,0.042,0.886,0.0,0.0873,0.722,90.2,4.4604,0
I Hold On,Dierks Bentley,2014.0,0.614,0.715,0.0,-6.451,1.0,0.0445,0.0849,0.000316,0.102,0.231,117.956,4.658883333333334,59
I Just Had Sex,The Lonely Island,2011.0,0.615,0.811,6.0,-4.316,1.0,0.144,0.0188,0.0,0.196,0.808,167.995,2.776,63
I Just Love You More,Kate Nash,2010.0,0.552,0.955,7.0,-4.452,1.0,0.0767,0.0173,0.0486,0.711,0.662,120.05,3.0946666666666665,10
I Just Wanna Party,Yelawolf,2010.0,0.785,0.566,1.0,-8.488,1.0,0.438,0.00816,9.05e-05,0.799,0.611,160.01,5.1962166666666665,46
I Lift My Hands,Chris Tomlin,2010.0,0.433,0.542,11.0,-5.589,1.0,0.0264,0.157,6.56e-05,0.12,0.158,83.938,4.63355,49
I Like,Jeremih,2010.0,0.83,0.616,4.0,-7.383,0.0,0.0499,0.243,0.0,0.0477,0.386,123.965,3.6433333333333335,53
I Like It,Cardi B,2018.0,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,4.223166666666667,79
I Love You Forever,Jewel,2010.0,0.716,0.832,0.0,-2.782,1.0,0.0289,0.185,0.0,0.166,0.606,124.015,4.403783333333333,14
I Made It,Kevin Rudolf,2010.0,0.592,0.944,7.0,-2.94,1.0,0.111,0.043,0.0,0.365,0.574,124.42,4.159116666666667,54
I Need a Doctor,Dr. Dre,2011.0,0.594,0.946,3.0,-4.521,1.0,0.452,0.0869,0.0,0.306,0.397,155.826,4.728883333333333,72
I Need A Dollar,Aloe Blacc,2010.0,0.84,0.481,6.0,-7.123,0.0,0.0336,0.199,0.0,0.0873,0.955,95.497,4.050883333333333,69
I Need Air,Magnetic Man,2010.0,0.318,0.836,6.0,-5.173,0.0,0.0797,0.000751,0.164,0.132,0.382,182.394,4.2717833333333335,49
I Need You Tonight,Professor Green,2020.0,0.671,0.919,8.0,-3.19,1.0,0.046,0.0247,0.000335,0.278,0.77,112.514,3.7517833333333335,18
I Only Wear Blue,Dr. Dog,2010.0,0.39,0.693,0.0,-6.19,1.0,0.0468,0.0651,0.00487,0.438,0.36,184.066,3.719333333333333,35
I Remain,Alanis Morissette,2013.0,0.371,0.413,6.0,-11.358,1.0,0.0343,0.0146,0.0041,0.561,0.0597,86.894,3.0406666666666666,25
I Rep That West,Ice Cube,2010.0,0.714,0.875,4.0,-3.827,0.0,0.303,0.00725,0.0,0.0854,0.56,93.033,4.530216666666667,19
I Saw It,Barenaked Ladies,2010.0,0.619,0.576,5.0,-8.419,1.0,0.0265,0.184,0.00044,0.131,0.301,107.996,3.8562166666666666,9
I Should Have Known It,Tom Petty & the Heartbreakers,2010.0,0.262,0.816,0.0,-4.154,1.0,0.0352,0.0357,0.000105,0.347,0.64,154.85,3.59355,41
I Smell a Rat,Patty Griffin,2010.0,0.522,0.571,4.0,-10.036,0.0,0.109,0.632,0.0247,0.127,0.695,165.443,2.51845,20
I Speak Because I Can,Laura Marling,2010.0,0.376,0.237,2.0,-12.101,1.0,0.0343,0.67,0.00314,0.124,0.338,94.228,3.7527833333333334,50
I Still Believe In You,Edwyn Collins,2010.0,0.532,0.859,6.0,-7.233,1.0,0.0353,0.122,3.02e-06,0.339,0.847,134.151,3.5528833333333334,5
I Still Belong To Jesus,Robert Randolph & the Family Band,2010.0,0.707,0.494,0.0,-9.624,1.0,0.0431,0.421,0.0109,0.103,0.695,112.126,6.030883333333334,7
I Think Ur A Contra,Vampire Weekend,2010.0,0.365,0.329,0.0,-12.848,1.0,0.0394,0.924,0.0729,0.0819,0.191,140.097,4.486,38
I Walked,Sufjan Stevens,2010.0,0.59,0.451,7.0,-12.879,1.0,0.0635,0.678,0.113,0.502,0.727,129.942,5.047116666666667,37
I Wanna Be Your Man,Willy Moon,2013.0,0.74,0.93,11.0,-1.673,0.0,0.236,0.00322,0.000766,0.0377,0.614,123.781,1.8622166666666666,7
I Want It Back,Peter Frampton,2010.0,0.416,0.799,9.0,-5.819,1.0,0.0525,0.215,0.00218,0.389,0.48,174.081,4.64845,3
I Want You,Marian Hill,2016.0,0.897,0.331,5.0,-8.98,0.0,0.476,0.419,4.64e-05,0.267,0.417,116.096,3.5462166666666666,43
I Was A Teenage Anarchist,Against Me!,2011.0,0.448,0.952,10.0,-3.477,1.0,0.0803,0.000603,0.00145,0.109,0.489,152.958,3.252666666666667,55
I Will Follow,Chris Tomlin,2010.0,0.586,0.783,10.0,-3.684,1.0,0.026,0.0617,0.0,0.129,0.483,95.932,3.6666666666666665,54
I Will Not Say Goodbye,Danny Gokey,2010.0,0.516,0.597,3.0,-4.635,1.0,0.0323,0.373,0.0,0.122,0.23,140.017,3.8811166666666668,39
I Won't Let Go,Jay Nash,2013.0,0.419,0.244,0.0,-9.682,1.0,0.0321,0.399,0.0108,0.112,0.235,128.323,4.166,1
I Would Like To Call It Beauty,Corinne Bailey Rae,2010.0,0.292,0.156,10.0,-13.549,1.0,0.036,0.937,0.0786,0.118,0.133,79.224,4.315333333333333,20
I Wouldn't Be a Man,Josh Turner,2010.0,0.617,0.465,2.0,-7.945,1.0,0.0291,0.462,0.000308,0.0885,0.224,130.85,3.5448833333333334,49
I Wouldn't If You Didn't,The Dillinger Escape Plan,2010.0,0.24,0.99,9.0,-4.056,1.0,0.244,0.0004,0.0515,0.374,0.119,130.48,4.234666666666667,23
I'd Do It All Again,Corinne Bailey Rae,2010.0,0.462,0.0814,9.0,-11.461,1.0,0.0394,0.904,0.0,0.0905,0.0915,116.29,3.3531166666666667,13
I'll Be There,Jess Glynne,2019.0,0.565,0.195,9.0,-11.144,1.0,0.0277,0.965,0.352,0.13,0.0815,89.961,3.1111166666666668,10
I'm Awesome,Spose,2019.0,0.478,0.933,0.0,-5.814,1.0,0.353,0.54,0.0,0.923,0.442,98.949,2.9962333333333335,6
I'm The Best,Nicki Minaj,2010.0,0.486,0.835,2.0,-5.037,1.0,0.335,0.029,2.74e-06,0.538,0.317,164.007,3.6146666666666665,51
Iceland,Mary Chapin Carpenter,2010.0,0.451,0.214,4.0,-14.661,0.0,0.0338,0.91,0.00114,0.0939,0.363,139.433,4.73445,10
If I Can't Have You,Shawn Mendes,2019.0,0.691,0.823,2.0,-4.197,1.0,0.0623,0.487,0.0,0.134,0.87,123.935,3.191116666666667,74
If I Die Young,The Band Perry,2010.0,0.606,0.497,4.0,-6.611,1.0,0.0277,0.348,0.0,0.275,0.362,130.739,3.7128833333333335,68
If I Had a Boat,James Vincent McMorrow,2011.0,0.567,0.288,7.0,-10.821,1.0,0.0399,0.809,0.0152,0.132,0.195,108.022,4.12355,32
If I Had My Way,Robert Randolph & the Family Band,2011.0,0.288,0.945,7.0,-5.025,1.0,0.298,0.296,0.000227,0.72,0.51,179.743,6.85645,6
If I Knew Then,Lady A,2010.0,0.635,0.4,4.0,-7.022,1.0,0.0278,0.583,0.0,0.136,0.174,105.813,4.259783333333333,39
If I Leave,A Day to Remember,2010.0,0.409,0.989,9.0,-4.115,1.0,0.143,0.000122,0.0,0.356,0.228,154.98,3.4031166666666666,49
If I Walk Away,Josh Groban,2010.0,0.283,0.215,5.0,-6.817,1.0,0.0326,0.827,0.0,0.195,0.168,84.357,3.870216666666667,27
If I Was You (OMG),Far East Movement,2010.0,0.826,0.552,9.0,-7.486,1.0,0.093,0.014,0.0,0.136,0.386,126.979,3.42955,33
If I Were A Boy,Reba McEntire,2010.0,0.514,0.534,4.0,-6.492,1.0,0.0329,0.189,0.0,0.134,0.379,180.037,3.87445,41
"If I'm James Dean, You're Audrey Hepburn",Sleeping with Sirens,2010.0,0.426,0.936,8.0,-5.52,0.0,0.0828,2.1e-05,0.0,0.926,0.416,158.038,3.6517833333333334,65
If It's Too Late,Katherine Kelly,2010.0,0.548,0.505,1.0,-7.916,0.0,0.0311,0.72,0.0,0.0929,0.154,111.959,3.60335,0
If Time is All I Have,James Blunt,2010.0,0.381,0.411,10.0,-9.772,0.0,0.0317,0.666,0.0,0.0783,0.19,132.91,3.412533333333333,37
If You Can't Sleep,She & Him,2010.0,0.217,0.156,6.0,-15.459,1.0,0.0337,0.956,0.00824,0.119,0.149,76.005,2.8097833333333333,37
If You Ever Come Back,The Script,2011.0,0.547,0.794,7.0,-4.713,1.0,0.0276,0.0372,0.0,0.114,0.568,96.034,4.03445,45
If You Return,Maximum Balloon,2010.0,0.69,0.901,7.0,-4.304,1.0,0.0359,0.00491,0.0232,0.101,0.877,120.012,4.406883333333333,18
If You Think You Need Some Lovin',Pomplamoose,2010.0,0.923,0.41,4.0,-13.191,0.0,0.0591,0.764,0.000159,0.11,0.771,102.949,2.3203833333333335,17
Illusion,One Direction,2014.0,0.562,0.703,1.0,-5.457,1.0,0.0361,0.00205,0.0,0.15,0.538,122.986,3.236666666666667,57
Imagine,Ariana Grande,2019.0,0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,3.5377833333333335,69
Immunize,Pendulum,2010.0,0.443,0.945,1.0,-4.495,1.0,0.0518,4.45e-05,0.53,0.354,0.282,174.006,4.609783333333334,43
Imperfect,Stone Sour,2010.0,0.516,0.395,6.0,-9.068,1.0,0.029,0.516,0.0,0.108,0.164,98.223,4.371333333333333,49
Impossible,Lacey Sturm,2016.0,0.546,0.848,6.0,-3.502,1.0,0.0518,0.00527,0.0,0.0681,0.35,129.98,3.6588833333333333,42
In A Couple Of Days,Toby Keith,2010.0,0.386,0.375,4.0,-7.802,1.0,0.0288,0.716,8.85e-05,0.228,0.333,200.18,3.7742166666666668,18
In Sleep,Lissie,2010.0,0.625,0.834,1.0,-5.727,0.0,0.0356,0.000922,2.76e-06,0.189,0.709,133.017,4.94955,32
In The Direction Of The Moon,Wolf Parade,2010.0,0.249,0.83,0.0,-5.715,1.0,0.0548,0.196,1.46e-05,0.127,0.338,81.122,5.768666666666666,18
In The End,Black Veil Brides,2012.0,0.442,0.939,8.0,-4.18,1.0,0.0941,0.000183,0.00589,0.0857,0.27,140.021,3.804666666666667,72
In the Glass,OK Go,2010.0,0.334,0.682,0.0,-6.736,1.0,0.0348,0.00378,0.16,0.214,0.251,141.484,6.0537833333333335,17
In the Sun,She & Him,2010.0,0.607,0.818,7.0,-5.935,1.0,0.0322,0.356,0.00646,0.0689,0.629,111.985,2.84355,37
In Venere Veritas,HIM,2009.0,0.486,0.882,8.0,-3.584,1.0,0.0474,0.000474,5.32e-06,0.0641,0.69,146.938,3.5953333333333335,39
Incense,Erykah Badu,2010.0,0.575,0.234,8.0,-15.522,0.0,0.0293,0.745,0.343,0.12,0.364,88.529,3.444,42
Incredible Machine,Sugarland,2010.0,0.565,0.868,4.0,-4.284,1.0,0.0283,0.00155,0.0523,0.0791,0.542,96.969,5.020883333333333,30
Independence,The Band Perry,2010.0,0.669,0.707,10.0,-5.039,1.0,0.0282,0.112,0.0,0.0754,0.357,123.974,3.6148833333333332,26
Indestructible,Robyn,2010.0,0.655,0.726,9.0,-4.545,1.0,0.0297,0.00212,0.272,0.142,0.102,119.924,3.68,41
Industrial Discipline,Fear Factory,2010.0,0.577,0.957,2.0,-3.614,1.0,0.148,8.97e-05,0.000128,0.342,0.266,101.022,3.67555,32
Infinite Arms,Band of Horses,2010.0,0.4,0.562,9.0,-8.437,0.0,0.0283,0.215,0.00644,0.419,0.148,145.676,4.141116666666667,40
Innocence,Disturbed,2010.0,0.551,0.965,8.0,-2.452,1.0,0.0785,5.34e-05,0.00467,0.271,0.65,146.011,4.521333333333334,40
Innocent,Anberlin,2012.0,0.35,0.607,0.0,-7.465,1.0,0.0356,0.0692,9.62e-05,0.0678,0.153,171.741,4.29555,17
Insatiable,Nadine Coyle,2010.0,0.53,0.858,2.0,-2.678,1.0,0.0977,0.00613,0.0,0.0976,0.722,168.799,3.1111166666666668,31
Interlude: The Fifth Chamber,Good Charlotte,2010.0,0.262,0.296,1.0,-16.274,1.0,0.0452,0.0519,0.863,0.0912,0.0299,89.897,1.4851166666666666,21
Internet Connection,M.I.A.,2010.0,0.909,0.78,1.0,-4.654,1.0,0.327,0.0375,0.0,0.249,0.649,129.993,2.842,24
Internet Killed the Video Star,The Limousines,2011.0,0.636,0.9,9.0,-2.759,1.0,0.0323,0.00168,0.0,0.341,0.699,118.017,3.8871166666666666,39
Intuition,Selena Gomez & The Scene,2010.0,0.552,0.846,7.0,-4.21,1.0,0.102,0.0549,0.0,0.334,0.632,152.911,2.9831166666666666,31
Invented,Jimmy Eat World,2010.0,0.628,0.495,2.0,-9.372,1.0,0.0267,0.157,0.00946,0.128,0.105,82.011,7.118666666666667,29
Invincible,Tool,2019.0,0.459,0.567,9.0,-9.133,0.0,0.0571,0.00989,0.786,0.109,0.389,87.477,12.74095,62
Invisible,Linkin Park,2017.0,0.47,0.74,11.0,-6.093,1.0,0.07,0.0455,0.0,0.091,0.562,84.841,3.57245,56
Invisible Light,Scissor Sisters,2010.0,0.709,0.9,9.0,-6.696,0.0,0.0446,0.0879,0.237,0.383,0.816,120.03,6.23845,37
Iridescent,Linkin Park,2010.0,0.484,0.727,0.0,-6.107,1.0,0.0358,0.198,0.00204,0.107,0.216,120.066,4.942666666666667,55
