danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.631,0.823,11,-4.65,0,0.0263,0.0582,0.0,0.0853,0.624,104.993,audio_features,6NwgkzETzoEoScCJVBE2qn,spotify:track:6NwgkzETzoEoScCJVBE2qn,https://api.spotify.com/v1/tracks/6NwgkzETzoEoScCJVBE2qn,https://api.spotify.com/v1/audio-analysis/6NwgkzETzoEoScCJVBE2qn,199653,4
0.477,0.928,9,-4.597,0,0.0556,0.00136,0.00106,0.229,0.5,111.48,audio_features,2vNx27McaP0nEQO1RZNZWr,spotify:track:2vNx27McaP0nEQO1RZNZWr,https://api.spotify.com/v1/tracks/2vNx27McaP0nEQO1RZNZWr,https://api.spotify.com/v1/audio-analysis/2vNx27McaP0nEQO1RZNZWr,182133,4
0.393,0.989,10,-1.886,1,0.101,0.000138,0.0,0.116,0.637,167.758,audio_features,6RKw3SXajYUdT6Wx2KH14o,spotify:track:6RKw3SXajYUdT6Wx2KH14o,https://api.spotify.com/v1/tracks/6RKw3SXajYUdT6Wx2KH14o,https://api.spotify.com/v1/audio-analysis/6RKw3SXajYUdT6Wx2KH14o,157933,4
0.304,0.819,9,-4.611,0,0.229,0.00372,0.00489,0.0447,0.434,180.304,audio_features,5VkpS9Zo4hwfOt6XYlQXsx,spotify:track:5VkpS9Zo4hwfOt6XYlQXsx,https://api.spotify.com/v1/tracks/5VkpS9Zo4hwfOt6XYlQXsx,https://api.spotify.com/v1/audio-analysis/5VkpS9Zo4hwfOt6XYlQXsx,244240,3
0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,audio_features,3G1wfHJpFpIVTHCQdhQMcV,spotify:track:3G1wfHJpFpIVTHCQdhQMcV,https://api.spotify.com/v1/tracks/3G1wfHJpFpIVTHCQdhQMcV,https://api.spotify.com/v1/audio-analysis/3G1wfHJpFpIVTHCQdhQMcV,188918,4
0.654,0.899,2,-4.46,1,0.0365,0.000539,6.94e-06,0.169,0.901,132.018,audio_features,0Ic3vJQamGmjqxCPukgdWi,spotify:track:0Ic3vJQamGmjqxCPukgdWi,https://api.spotify.com/v1/tracks/0Ic3vJQamGmjqxCPukgdWi,https://api.spotify.com/v1/audio-analysis/0Ic3vJQamGmjqxCPukgdWi,218147,4
0.602,0.793,6,-5.198,0,0.0623,7.79e-05,0.139,0.0968,0.583,115.001,audio_features,5pqbHlHaVbkHJQlsAxhcZM,spotify:track:5pqbHlHaVbkHJQlsAxhcZM,https://api.spotify.com/v1/tracks/5pqbHlHaVbkHJQlsAxhcZM,https://api.spotify.com/v1/audio-analysis/5pqbHlHaVbkHJQlsAxhcZM,345304,4
0.676,0.777,0,-11.053,0,0.0516,0.00941,0.251,0.1,0.307,119.998,audio_features,4BMfhiOm76VcRVS9hXLKR4,spotify:track:4BMfhiOm76VcRVS9hXLKR4,https://api.spotify.com/v1/tracks/4BMfhiOm76VcRVS9hXLKR4,https://api.spotify.com/v1/audio-analysis/4BMfhiOm76VcRVS9hXLKR4,521330,4
0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,audio_features,7ueP5u2qkdZbIPN2YA6LR0,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/tracks/7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/audio-analysis/7ueP5u2qkdZbIPN2YA6LR0,259093,4
0.468,0.946,2,-4.026,1,0.0837,0.000211,0.000951,0.14,0.516,178.089,audio_features,613N5PgEEw34X1KyJMXFlE,spotify:track:613N5PgEEw34X1KyJMXFlE,https://api.spotify.com/v1/tracks/613N5PgEEw34X1KyJMXFlE,https://api.spotify.com/v1/audio-analysis/613N5PgEEw34X1KyJMXFlE,209227,4
0.331,0.42,3,-9.85,1,0.0319,0.614,0.000736,0.107,0.415,159.735,audio_features,3d8r4tWJdWuHnzXwA1eTIT,spotify:track:3d8r4tWJdWuHnzXwA1eTIT,https://api.spotify.com/v1/tracks/3d8r4tWJdWuHnzXwA1eTIT,https://api.spotify.com/v1/audio-analysis/3d8r4tWJdWuHnzXwA1eTIT,277214,3
0.641,0.732,2,-5.325,1,0.0509,0.0981,0.0,0.285,0.354,82.027,audio_features,1iupzLgX4O0Qosb4yDpYoz,spotify:track:1iupzLgX4O0Qosb4yDpYoz,https://api.spotify.com/v1/tracks/1iupzLgX4O0Qosb4yDpYoz,https://api.spotify.com/v1/audio-analysis/1iupzLgX4O0Qosb4yDpYoz,236013,4
0.559,0.458,7,-5.629,1,0.0295,0.618,0.0,0.0935,0.57,128.949,audio_features,5SHTPCN9qeqzkzxWD9mBWA,spotify:track:5SHTPCN9qeqzkzxWD9mBWA,https://api.spotify.com/v1/tracks/5SHTPCN9qeqzkzxWD9mBWA,https://api.spotify.com/v1/audio-analysis/5SHTPCN9qeqzkzxWD9mBWA,185840,4
0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,audio_features,5F1ZmucV0uJY14y2dYKePa,spotify:track:5F1ZmucV0uJY14y2dYKePa,https://api.spotify.com/v1/tracks/5F1ZmucV0uJY14y2dYKePa,https://api.spotify.com/v1/audio-analysis/5F1ZmucV0uJY14y2dYKePa,180019,4
0.33,0.357,10,-10.171,1,0.0348,0.866,1.76e-05,0.19,0.101,84.119,audio_features,2FNPJWVdGxYhWaotd6rULS,spotify:track:2FNPJWVdGxYhWaotd6rULS,https://api.spotify.com/v1/tracks/2FNPJWVdGxYhWaotd6rULS,https://api.spotify.com/v1/audio-analysis/2FNPJWVdGxYhWaotd6rULS,182720,3
0.388,0.782,10,-4.015,1,0.0328,0.000722,1.94e-05,0.0772,0.448,104.435,audio_features,0gsS52gryEpMWKqlAotgFm,spotify:track:0gsS52gryEpMWKqlAotgFm,https://api.spotify.com/v1/tracks/0gsS52gryEpMWKqlAotgFm,https://api.spotify.com/v1/audio-analysis/0gsS52gryEpMWKqlAotgFm,185770,4
0.332,0.837,5,-3.437,1,0.038,0.000324,0.0,0.164,0.551,171.341,audio_features,00h6syYCxPKVsInPHXhdZ1,spotify:track:00h6syYCxPKVsInPHXhdZ1,https://api.spotify.com/v1/tracks/00h6syYCxPKVsInPHXhdZ1,https://api.spotify.com/v1/audio-analysis/00h6syYCxPKVsInPHXhdZ1,213320,4
0.672,0.644,2,-9.153,1,0.0277,0.452,0.00111,0.134,0.397,94.989,audio_features,6iBSiOkLjLQ4aWxCOaViny,spotify:track:6iBSiOkLjLQ4aWxCOaViny,https://api.spotify.com/v1/tracks/6iBSiOkLjLQ4aWxCOaViny,https://api.spotify.com/v1/audio-analysis/6iBSiOkLjLQ4aWxCOaViny,300147,4
0.654,0.786,0,-5.552,1,0.0269,0.0738,0.0,0.299,0.693,113.996,audio_features,0GzyD0FUmZXtut2Mv5T8au,spotify:track:0GzyD0FUmZXtut2Mv5T8au,https://api.spotify.com/v1/tracks/0GzyD0FUmZXtut2Mv5T8au,https://api.spotify.com/v1/audio-analysis/0GzyD0FUmZXtut2Mv5T8au,209907,4
0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,audio_features,65hRZOQkVjmBdusz1N7aOv,spotify:track:65hRZOQkVjmBdusz1N7aOv,https://api.spotify.com/v1/tracks/65hRZOQkVjmBdusz1N7aOv,https://api.spotify.com/v1/audio-analysis/65hRZOQkVjmBdusz1N7aOv,213338,4
0.335,0.49,7,-7.432,0,0.0296,0.149,1.19e-06,0.291,0.207,129.879,audio_features,0iED9oTgJbZ7wuKBrZOjkl,spotify:track:0iED9oTgJbZ7wuKBrZOjkl,https://api.spotify.com/v1/tracks/0iED9oTgJbZ7wuKBrZOjkl,https://api.spotify.com/v1/audio-analysis/0iED9oTgJbZ7wuKBrZOjkl,314427,4
0.443,0.841,5,-3.629,1,0.0434,0.0104,0.000201,0.11,0.368,139.075,audio_features,14FP9BNWHekbC17tqcppOR,spotify:track:14FP9BNWHekbC17tqcppOR,https://api.spotify.com/v1/tracks/14FP9BNWHekbC17tqcppOR,https://api.spotify.com/v1/audio-analysis/14FP9BNWHekbC17tqcppOR,200490,3
0.314,0.622,11,-4.494,1,0.0327,0.00374,0.000354,0.107,0.111,158.17,audio_features,2TQdsBPlqUPfoasqgijBqb,spotify:track:2TQdsBPlqUPfoasqgijBqb,https://api.spotify.com/v1/tracks/2TQdsBPlqUPfoasqgijBqb,https://api.spotify.com/v1/audio-analysis/2TQdsBPlqUPfoasqgijBqb,188667,4
0.613,0.691,8,-8.262,1,0.0258,0.0318,0.00987,0.119,0.668,168.095,audio_features,3BxnLfWQFpOLfuw73r4Ezz,spotify:track:3BxnLfWQFpOLfuw73r4Ezz,https://api.spotify.com/v1/tracks/3BxnLfWQFpOLfuw73r4Ezz,https://api.spotify.com/v1/audio-analysis/3BxnLfWQFpOLfuw73r4Ezz,256956,4
0.354,0.857,2,-5.864,0,0.0623,0.0176,0.218,0.108,0.192,122.016,audio_features,6572IdDjhHQ4aY4eS4nLbv,spotify:track:6572IdDjhHQ4aY4eS4nLbv,https://api.spotify.com/v1/tracks/6572IdDjhHQ4aY4eS4nLbv,https://api.spotify.com/v1/audio-analysis/6572IdDjhHQ4aY4eS4nLbv,452080,4
0.728,0.97,5,-4.883,0,0.101,0.00488,0.0,0.288,0.539,131.054,audio_features,0YWNXGOEmG69eLEuxAKKww,spotify:track:0YWNXGOEmG69eLEuxAKKww,https://api.spotify.com/v1/tracks/0YWNXGOEmG69eLEuxAKKww,https://api.spotify.com/v1/audio-analysis/0YWNXGOEmG69eLEuxAKKww,225467,4
0.799,0.715,4,-5.481,1,0.0819,0.0289,0.0,0.339,0.551,124.04,audio_features,6JoIs4XLvBgjZOkKnyuPPv,spotify:track:6JoIs4XLvBgjZOkKnyuPPv,https://api.spotify.com/v1/tracks/6JoIs4XLvBgjZOkKnyuPPv,https://api.spotify.com/v1/audio-analysis/6JoIs4XLvBgjZOkKnyuPPv,293133,4
0.308,0.502,4,-7.069,0,0.0545,0.00393,2.76e-06,0.3,0.156,99.171,audio_features,6gEggsiHmDaKvdvtG5VHGA,spotify:track:6gEggsiHmDaKvdvtG5VHGA,https://api.spotify.com/v1/tracks/6gEggsiHmDaKvdvtG5VHGA,https://api.spotify.com/v1/audio-analysis/6gEggsiHmDaKvdvtG5VHGA,290271,4
0.575,0.837,1,-4.084,1,0.0251,0.00417,0.0,0.366,0.445,104.962,audio_features,5NvEVTdjIlh4zx5ZseaZCI,spotify:track:5NvEVTdjIlh4zx5ZseaZCI,https://api.spotify.com/v1/tracks/5NvEVTdjIlh4zx5ZseaZCI,https://api.spotify.com/v1/audio-analysis/5NvEVTdjIlh4zx5ZseaZCI,260320,4
0.292,0.969,9,-3.315,0,0.108,0.0286,0.0,0.284,0.222,175.7,audio_features,7GrXpnPxcUGlvvt6HF0ed8,spotify:track:7GrXpnPxcUGlvvt6HF0ed8,https://api.spotify.com/v1/tracks/7GrXpnPxcUGlvvt6HF0ed8,https://api.spotify.com/v1/audio-analysis/7GrXpnPxcUGlvvt6HF0ed8,194893,4
0.494,0.915,5,-3.223,1,0.0526,0.00578,0.0304,0.132,0.383,120.133,audio_features,6rX55qqP4RbLg4b7WElWCw,spotify:track:6rX55qqP4RbLg4b7WElWCw,https://api.spotify.com/v1/tracks/6rX55qqP4RbLg4b7WElWCw,https://api.spotify.com/v1/audio-analysis/6rX55qqP4RbLg4b7WElWCw,205931,4
0.36,0.987,8,-4.3,1,0.157,0.000413,0.0,0.283,0.137,189.994,audio_features,1zqAXXA12UEVS7iDmAVeay,spotify:track:1zqAXXA12UEVS7iDmAVeay,https://api.spotify.com/v1/tracks/1zqAXXA12UEVS7iDmAVeay,https://api.spotify.com/v1/audio-analysis/1zqAXXA12UEVS7iDmAVeay,204627,4
0.559,0.361,4,-11.855,1,0.0333,0.927,0.762,0.152,0.887,137.516,audio_features,0sJMB4vAtfFeHHa68VcA7K,spotify:track:0sJMB4vAtfFeHHa68VcA7K,https://api.spotify.com/v1/tracks/0sJMB4vAtfFeHHa68VcA7K,https://api.spotify.com/v1/audio-analysis/0sJMB4vAtfFeHHa68VcA7K,169544,4
0.533,0.47,6,-6.491,0,0.0235,0.576,2.49e-05,0.155,0.111,83.54,audio_features,12zlyGGh7oQzGCXEg5ZUvI,spotify:track:12zlyGGh7oQzGCXEg5ZUvI,https://api.spotify.com/v1/tracks/12zlyGGh7oQzGCXEg5ZUvI,https://api.spotify.com/v1/audio-analysis/12zlyGGh7oQzGCXEg5ZUvI,362280,3
0.664,0.794,1,-4.525,1,0.0447,0.0151,0.0,0.1,0.459,119.954,audio_features,5jt5c2xD0B64SuE8ndfQlb,spotify:track:5jt5c2xD0B64SuE8ndfQlb,https://api.spotify.com/v1/tracks/5jt5c2xD0B64SuE8ndfQlb,https://api.spotify.com/v1/audio-analysis/5jt5c2xD0B64SuE8ndfQlb,240133,4
0.969,0.404,8,-12.959,1,0.0683,0.0547,0.138,0.0456,0.762,120.05,audio_features,0llA9ZNdfxhX7v3vUqV1SP,spotify:track:0llA9ZNdfxhX7v3vUqV1SP,https://api.spotify.com/v1/tracks/0llA9ZNdfxhX7v3vUqV1SP,https://api.spotify.com/v1/audio-analysis/0llA9ZNdfxhX7v3vUqV1SP,285353,4
0.523,0.6,11,-6.493,1,0.0338,0.437,0.00962,0.0995,0.412,118.121,audio_features,6cWCXv21c4c0bCmQQrZL4C,spotify:track:6cWCXv21c4c0bCmQQrZL4C,https://api.spotify.com/v1/tracks/6cWCXv21c4c0bCmQQrZL4C,https://api.spotify.com/v1/audio-analysis/6cWCXv21c4c0bCmQQrZL4C,237292,4
0.515,0.805,5,-4.918,0,0.0555,0.0175,0.0,0.208,0.466,161.763,audio_features,1j6OxgH4ZLKY2bIJ9k0RHz,spotify:track:1j6OxgH4ZLKY2bIJ9k0RHz,https://api.spotify.com/v1/tracks/1j6OxgH4ZLKY2bIJ9k0RHz,https://api.spotify.com/v1/audio-analysis/1j6OxgH4ZLKY2bIJ9k0RHz,232587,4
0.542,0.499,6,-11.272,1,0.0297,0.788,0.247,0.122,0.369,126.538,audio_features,7DOdhvU2y6oZZTSVlWQlBB,spotify:track:7DOdhvU2y6oZZTSVlWQlBB,https://api.spotify.com/v1/tracks/7DOdhvU2y6oZZTSVlWQlBB,https://api.spotify.com/v1/audio-analysis/7DOdhvU2y6oZZTSVlWQlBB,222387,3
0.374,0.869,4,-5.94,0,0.0419,0.000546,0.0,0.356,0.411,126.69,audio_features,4nVEK8ad0heoibxc17yyV9,spotify:track:4nVEK8ad0heoibxc17yyV9,https://api.spotify.com/v1/tracks/4nVEK8ad0heoibxc17yyV9,https://api.spotify.com/v1/audio-analysis/4nVEK8ad0heoibxc17yyV9,314147,4
0.508,0.946,11,-5.719,0,0.0672,0.000679,0.00144,0.0559,0.502,135.004,audio_features,6aguYTVL2t5HLXWZRAa6SN,spotify:track:6aguYTVL2t5HLXWZRAa6SN,https://api.spotify.com/v1/tracks/6aguYTVL2t5HLXWZRAa6SN,https://api.spotify.com/v1/audio-analysis/6aguYTVL2t5HLXWZRAa6SN,255613,4
0.549,0.869,11,-3.956,0,0.0758,0.0281,0.0,0.355,0.513,100.813,audio_features,56qJAVE39lF1zi0SrdLByc,spotify:track:56qJAVE39lF1zi0SrdLByc,https://api.spotify.com/v1/tracks/56qJAVE39lF1zi0SrdLByc,https://api.spotify.com/v1/audio-analysis/56qJAVE39lF1zi0SrdLByc,214493,4
0.557,0.403,11,-8.947,1,0.0309,0.0234,0.0124,0.0914,0.202,129.637,audio_features,21FyeXi7sykXk9HRlf3Aul,spotify:track:21FyeXi7sykXk9HRlf3Aul,https://api.spotify.com/v1/tracks/21FyeXi7sykXk9HRlf3Aul,https://api.spotify.com/v1/audio-analysis/21FyeXi7sykXk9HRlf3Aul,228427,4
0.704,0.551,9,-7.924,1,0.143,0.00957,9.74e-05,0.0334,0.87,179.856,audio_features,4YYbUVegsoglLjSeEMUCnF,spotify:track:4YYbUVegsoglLjSeEMUCnF,https://api.spotify.com/v1/tracks/4YYbUVegsoglLjSeEMUCnF,https://api.spotify.com/v1/audio-analysis/4YYbUVegsoglLjSeEMUCnF,213253,4
0.749,0.553,4,-8.867,1,0.0399,0.434,0.185,0.0974,0.67,134.147,audio_features,7DTPhzwbVtfeuG4AaHLWii,spotify:track:7DTPhzwbVtfeuG4AaHLWii,https://api.spotify.com/v1/tracks/7DTPhzwbVtfeuG4AaHLWii,https://api.spotify.com/v1/audio-analysis/7DTPhzwbVtfeuG4AaHLWii,172347,4
0.694,0.776,3,-9.803,1,0.0557,0.039,0.741,0.0884,0.631,113.804,audio_features,2fV57qob1dYMJKEfTwHOt1,spotify:track:2fV57qob1dYMJKEfTwHOt1,https://api.spotify.com/v1/tracks/2fV57qob1dYMJKEfTwHOt1,https://api.spotify.com/v1/audio-analysis/2fV57qob1dYMJKEfTwHOt1,319249,4
0.654,0.852,9,-5.049,0,0.0666,0.056,0.0,0.498,0.914,120.025,audio_features,4vUQU5S0HeVewmFN0hXgVC,spotify:track:4vUQU5S0HeVewmFN0hXgVC,https://api.spotify.com/v1/tracks/4vUQU5S0HeVewmFN0hXgVC,https://api.spotify.com/v1/audio-analysis/4vUQU5S0HeVewmFN0hXgVC,206147,4
0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,audio_features,73CMRj62VK8nUS4ezD2wvi,spotify:track:73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/tracks/73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/audio-analysis/73CMRj62VK8nUS4ezD2wvi,242974,4
0.514,0.633,9,-12.19,1,0.0426,0.0488,0.928,0.175,0.246,170.031,audio_features,0w8XAkDWzOslkr3KMVOqNh,spotify:track:0w8XAkDWzOslkr3KMVOqNh,https://api.spotify.com/v1/tracks/0w8XAkDWzOslkr3KMVOqNh,https://api.spotify.com/v1/audio-analysis/0w8XAkDWzOslkr3KMVOqNh,203259,4
0.381,0.943,8,-4.358,0,0.0804,6.73e-06,0.00379,0.0364,0.664,200.097,audio_features,5MyF6rE2YPIoet2DG1R6tl,spotify:track:5MyF6rE2YPIoet2DG1R6tl,https://api.spotify.com/v1/tracks/5MyF6rE2YPIoet2DG1R6tl,https://api.spotify.com/v1/audio-analysis/5MyF6rE2YPIoet2DG1R6tl,219267,4
0.368,0.781,9,-5.6,0,0.0379,0.00913,0.000308,0.0477,0.211,58.534,audio_features,5qaLfqAUiqvsoL0l4T05Yx,spotify:track:5qaLfqAUiqvsoL0l4T05Yx,https://api.spotify.com/v1/tracks/5qaLfqAUiqvsoL0l4T05Yx,https://api.spotify.com/v1/audio-analysis/5qaLfqAUiqvsoL0l4T05Yx,303173,4
0.522,0.687,6,-9.448,1,0.0419,0.176,0.481,0.181,0.282,161.173,audio_features,4s0bhnrvdhWmN5qfjk1aYB,spotify:track:4s0bhnrvdhWmN5qfjk1aYB,https://api.spotify.com/v1/tracks/4s0bhnrvdhWmN5qfjk1aYB,https://api.spotify.com/v1/audio-analysis/4s0bhnrvdhWmN5qfjk1aYB,262858,4
0.458,0.648,0,-8.019,1,0.0786,0.0109,0.0,0.29,0.238,97.981,audio_features,18EofQn3n9ECP6r7XNNYOF,spotify:track:18EofQn3n9ECP6r7XNNYOF,https://api.spotify.com/v1/tracks/18EofQn3n9ECP6r7XNNYOF,https://api.spotify.com/v1/audio-analysis/18EofQn3n9ECP6r7XNNYOF,239027,4
0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,audio_features,0obBFrPYkSoBJbvHfUIhkv,spotify:track:0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/tracks/0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv,199480,4
0.487,0.765,2,-5.209,1,0.176,0.192,0.0,0.308,0.612,76.688,audio_features,1YwfgKCaW02hr97CgiJtr4,spotify:track:1YwfgKCaW02hr97CgiJtr4,https://api.spotify.com/v1/tracks/1YwfgKCaW02hr97CgiJtr4,https://api.spotify.com/v1/audio-analysis/1YwfgKCaW02hr97CgiJtr4,203107,4
0.527,0.804,10,-4.168,1,0.0358,0.0104,0.0,0.105,0.221,107.486,audio_features,4lY95OMGb9WxP6IYut64ir,spotify:track:4lY95OMGb9WxP6IYut64ir,https://api.spotify.com/v1/tracks/4lY95OMGb9WxP6IYut64ir,https://api.spotify.com/v1/audio-analysis/4lY95OMGb9WxP6IYut64ir,277720,4
0.454,0.876,11,-6.12,0,0.393,0.0622,0.0,0.204,0.569,193.44,audio_features,5Aiqhkbb8HLgbKVg0noeKI,spotify:track:5Aiqhkbb8HLgbKVg0noeKI,https://api.spotify.com/v1/tracks/5Aiqhkbb8HLgbKVg0noeKI,https://api.spotify.com/v1/audio-analysis/5Aiqhkbb8HLgbKVg0noeKI,201480,4
0.727,0.678,10,-5.136,1,0.0626,0.0807,0.000564,0.115,0.204,119.957,audio_features,4dI4oscajpdtjpg2dP1x28,spotify:track:4dI4oscajpdtjpg2dP1x28,https://api.spotify.com/v1/tracks/4dI4oscajpdtjpg2dP1x28,https://api.spotify.com/v1/audio-analysis/4dI4oscajpdtjpg2dP1x28,163236,4
0.527,0.907,11,-5.215,0,0.47,0.174,6.63e-05,0.394,0.695,86.53,audio_features,32d3SSAMtpouiGlaRrhBPl,spotify:track:32d3SSAMtpouiGlaRrhBPl,https://api.spotify.com/v1/tracks/32d3SSAMtpouiGlaRrhBPl,https://api.spotify.com/v1/audio-analysis/32d3SSAMtpouiGlaRrhBPl,150240,4
0.634,0.716,2,-6.502,1,0.128,0.0341,0.0,0.0877,0.619,91.039,audio_features,3dhvQUA0NyrAea4vQ7X6Gn,spotify:track:3dhvQUA0NyrAea4vQ7X6Gn,https://api.spotify.com/v1/tracks/3dhvQUA0NyrAea4vQ7X6Gn,https://api.spotify.com/v1/audio-analysis/3dhvQUA0NyrAea4vQ7X6Gn,248107,4
0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,audio_features,1zZIGnXIcDKU8QIUkR20nK,spotify:track:1zZIGnXIcDKU8QIUkR20nK,https://api.spotify.com/v1/tracks/1zZIGnXIcDKU8QIUkR20nK,https://api.spotify.com/v1/audio-analysis/1zZIGnXIcDKU8QIUkR20nK,227787,4
0.536,0.846,0,-5.35,1,0.026,0.062,0.00314,0.101,0.627,92.004,audio_features,5TAZZYqamXDKSCaj5s58Fa,spotify:track:5TAZZYqamXDKSCaj5s58Fa,https://api.spotify.com/v1/tracks/5TAZZYqamXDKSCaj5s58Fa,https://api.spotify.com/v1/audio-analysis/5TAZZYqamXDKSCaj5s58Fa,196400,4
0.682,0.843,0,-4.466,1,0.0936,0.0564,0.0,0.368,0.817,125.953,audio_features,0WnEC1qCyCewXRq5yfJPzW,spotify:track:0WnEC1qCyCewXRq5yfJPzW,https://api.spotify.com/v1/tracks/0WnEC1qCyCewXRq5yfJPzW,https://api.spotify.com/v1/audio-analysis/0WnEC1qCyCewXRq5yfJPzW,219867,4
0.483,0.681,9,-5.074,1,0.0348,0.567,0.0315,0.0991,0.0864,118.08,audio_features,1IQzhIe5eoJDeGVsi8voIY,spotify:track:1IQzhIe5eoJDeGVsi8voIY,https://api.spotify.com/v1/tracks/1IQzhIe5eoJDeGVsi8voIY,https://api.spotify.com/v1/audio-analysis/1IQzhIe5eoJDeGVsi8voIY,276493,4
0.591,0.407,2,-11.428,0,0.0276,0.872,0.0373,0.104,0.577,103.983,audio_features,3yFttY2fozx2dKzxCtUzS4,spotify:track:3yFttY2fozx2dKzxCtUzS4,https://api.spotify.com/v1/tracks/3yFttY2fozx2dKzxCtUzS4,https://api.spotify.com/v1/audio-analysis/3yFttY2fozx2dKzxCtUzS4,211613,4
0.366,0.913,7,-4.709,1,0.0572,0.000585,0.334,0.185,0.403,154.848,audio_features,5G3AX6SZo1aKaUUQKQNUpk,spotify:track:5G3AX6SZo1aKaUUQKQNUpk,https://api.spotify.com/v1/tracks/5G3AX6SZo1aKaUUQKQNUpk,https://api.spotify.com/v1/audio-analysis/5G3AX6SZo1aKaUUQKQNUpk,207067,4
0.413,0.881,0,-3.638,1,0.0418,0.0659,0.0,0.36,0.696,187.83,audio_features,7M8HeNMzWfbKgnF3QJn4kW,spotify:track:7M8HeNMzWfbKgnF3QJn4kW,https://api.spotify.com/v1/tracks/7M8HeNMzWfbKgnF3QJn4kW,https://api.spotify.com/v1/audio-analysis/7M8HeNMzWfbKgnF3QJn4kW,218120,4
0.599,0.852,2,-5.117,1,0.035,0.000681,1.32e-05,0.0471,0.556,132.004,audio_features,3GOgvkh0JfVo17FBiPUe87,spotify:track:3GOgvkh0JfVo17FBiPUe87,https://api.spotify.com/v1/tracks/3GOgvkh0JfVo17FBiPUe87,https://api.spotify.com/v1/audio-analysis/3GOgvkh0JfVo17FBiPUe87,214347,4
0.478,0.355,0,-9.181,1,0.0326,0.829,0.000103,0.171,0.268,123.988,audio_features,66mXb4g8uK0lb3VFuGYCcG,spotify:track:66mXb4g8uK0lb3VFuGYCcG,https://api.spotify.com/v1/tracks/66mXb4g8uK0lb3VFuGYCcG,https://api.spotify.com/v1/audio-analysis/66mXb4g8uK0lb3VFuGYCcG,182347,4
0.453,0.554,3,-6.864,1,0.0335,0.353,1.21e-05,0.159,0.251,76.116,audio_features,4FMXRGc6OA6YLRFyO1QOJd,spotify:track:4FMXRGc6OA6YLRFyO1QOJd,https://api.spotify.com/v1/tracks/4FMXRGc6OA6YLRFyO1QOJd,https://api.spotify.com/v1/audio-analysis/4FMXRGc6OA6YLRFyO1QOJd,196640,4
0.505,0.898,7,-4.906,1,0.0329,0.000518,0.00236,0.173,0.731,118.929,audio_features,5xw2cHVLw1rlDPp3cL9Zuv,spotify:track:5xw2cHVLw1rlDPp3cL9Zuv,https://api.spotify.com/v1/tracks/5xw2cHVLw1rlDPp3cL9Zuv,https://api.spotify.com/v1/audio-analysis/5xw2cHVLw1rlDPp3cL9Zuv,234920,4
0.584,0.723,0,-7.946,1,0.0507,0.0471,0.0,0.164,0.512,133.165,audio_features,5jtjmR2wIW5tJTSgc1uQzG,spotify:track:5jtjmR2wIW5tJTSgc1uQzG,https://api.spotify.com/v1/tracks/5jtjmR2wIW5tJTSgc1uQzG,https://api.spotify.com/v1/audio-analysis/5jtjmR2wIW5tJTSgc1uQzG,235888,4
0.44,0.813,9,-5.754,0,0.0491,0.000273,0.000635,0.079,0.198,128.019,audio_features,5kdbHQ0yDTqtQzdDnZz9rW,spotify:track:5kdbHQ0yDTqtQzdDnZz9rW,https://api.spotify.com/v1/tracks/5kdbHQ0yDTqtQzdDnZz9rW,https://api.spotify.com/v1/audio-analysis/5kdbHQ0yDTqtQzdDnZz9rW,216280,4
0.448,0.885,9,-3.755,1,0.0562,0.111,3.65e-06,0.0476,0.134,178.151,audio_features,0RUXHlYhA057fCOe2vqIqu,spotify:track:0RUXHlYhA057fCOe2vqIqu,https://api.spotify.com/v1/tracks/0RUXHlYhA057fCOe2vqIqu,https://api.spotify.com/v1/audio-analysis/0RUXHlYhA057fCOe2vqIqu,255893,4
0.566,0.465,2,-11.714,1,0.235,0.0555,0.0,0.567,0.177,143.015,audio_features,6Z01gUquJsjJC67uNWm6P0,spotify:track:6Z01gUquJsjJC67uNWm6P0,https://api.spotify.com/v1/tracks/6Z01gUquJsjJC67uNWm6P0,https://api.spotify.com/v1/audio-analysis/6Z01gUquJsjJC67uNWm6P0,224720,4
