Music Name,Artist,Music ID,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Duration_ms,Key,Mode,Time_signature,Popularity
Sure Be Cool If You Did,Blake Shelton,5yIiXdLRE85OBiQmCaUenq,0.255,0.576,0.726,0.0,0.108,-4.625,0.035,136.802,0.582,215720,11,1,4,57
Surprise,Filter,3IPab3hRptIAyWrS5dar0s,0.055,0.588,0.836,0.00184,0.137,-5.175,0.0313,120.002,0.235,259611,0,1,4,27
Surrender to Reason,Dream Theater,0RoQxynFzOgrBr7CkXFrzu,9.44e-05,0.303,0.958,5.07e-05,0.182,-3.892,0.114,194.962,0.365,394760,6,0,3,32
Susanna,Lori McKenna,6lYJ1KDczVvH98u8sPeBag,0.751,0.452,0.426,0.00339,0.118,-7.063,0.0281,78.489,0.193,248187,3,1,4,11
Swallow My Pride,Billy Bragg,5HMHkuFHNnUIZOsdzRqrU7,0.925,0.395,0.258,5.97e-05,0.107,-11.745,0.0428,78.358,0.39,170710,5,1,4,11
Swallowed Whole,Pearl Jam,4PlKXx0MP4ySbe7rqgMZLo,0.0055,0.463,0.872,0.0,0.445,-5.82,0.0302,139.509,0.683,231893,7,1,4,37
Sway,Matt Nathanson,12To9kRnW9Lkdn2juHO9qn,0.402,0.697,0.549,0.00393,0.102,-7.825,0.0269,114.011,0.548,206840,6,1,4,27
Sweat Shock,J Roddy Walston & The Business,4vtiMtq0oygiRCnKX1D7gg,0.066,0.493,0.95,0.000329,0.0615,-3.567,0.21,113.107,0.169,200013,7,1,4,24
Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,0.807,0.0177,0.101,-2.81,0.0336,124.053,0.398,240400,10,1,4,92
Sweet Serenade,Pusha T,4nwxCitFgnLugXCl0JFNTJ,0.0127,0.722,0.702,0.0051,0.384,-6.688,0.347,150.056,0.424,219293,7,1,4,53
Sweeter Than Fiction,Taylor Swift,0RFCHlNuTeUHIB36VuVbOL,0.00164,0.71,0.614,0.000154,0.0785,-6.965,0.0366,135.012,0.673,237640,6,1,4,62
Swine,Lady Gaga,6AczxDV0grtXZZ7h8xI5cS,0.0062,0.712,0.861,3.42e-05,0.634,-3.625,0.136,127.89,0.209,268600,0,1,4,55
Swings Both Ways,Robbie Williams,2Q3QiczeRJLEndShkKNkpz,0.715,0.377,0.4,1.11e-05,0.106,-8.936,0.0443,124.29,0.509,238909,8,1,4,39
Symphony of Light,Renaissance,7nhZ8qK1Wd5P0uzRbCJ4v3,0.707,0.363,0.236,0.0207,0.672,-15.787,0.0353,131.427,0.196,788800,9,1,4,11
Take A Fall For Me,James Blake,6vVPCNcE9bEhhGAV2NMxov,0.886,0.442,0.609,0.0,0.131,-9.016,0.131,80.558,0.16,213947,11,1,4,41
Take a Little Pill,Brandy Clark,5eDA4LduzWBvPgu9KCbOTn,0.325,0.636,0.433,0.000289,0.0806,-8.764,0.0284,112.014,0.358,210067,9,1,4,25
Take Back the Night,Justin Timberlake,0a4ZGSRZOgspQy2HYzU82l,0.043,0.588,0.664,4.3e-05,0.639,-5.18,0.159,106.502,0.333,353160,7,1,4,50
Take It Back,Logic,6HN5XPJEV31RQJGoyqZ81K,0.0621,0.837,0.84,0.0,0.329,-4.293,0.239,135.009,0.691,400013,7,1,4,49
Take It Easy On Me,Robin Thicke,586utOiRsVlUZq9SCBMwXm,0.00403,0.716,0.852,2.86e-06,0.0675,-6.335,0.0426,130.165,0.617,227800,7,0,4,28
Take It Like a Man,Cher,5z8ynRCdK17BWNLxL8rrfZ,0.0678,0.613,0.95,0.0,0.243,-2.22,0.0723,129.998,0.752,250307,5,0,4,35
Take It or Leave It,Cage the Elephant,43O3Iu8mDJy10i6k8SVRXX,0.0289,0.71,0.847,0.00033,0.0613,-3.009,0.0892,119.944,0.65,207320,0,1,4,58
Take Me Home,Pentatonix,3g2t97wd9F3E5OXaer4AuO,0.726,0.602,0.148,0.0,0.169,-12.614,0.0395,89.811,0.431,176347,8,1,4,44
Take Me to Church,Hozier,1CS7Sd1u5tWkstBhpssyjP,0.634,0.566,0.664,0.0,0.116,-5.303,0.0464,128.945,0.437,241693,4,0,4,80
Take That Knife Out Of My Back,Filter,6FrX7XjXWPHbL6V68bnaS1,0.000567,0.504,0.829,0.57,0.147,-5.952,0.0406,163.952,0.435,221613,5,1,4,14
Take the Bullets Away,We As Human,1FgFXxPsmUmiJMoJNi8idR,0.00249,0.484,0.932,3.62e-06,0.211,-4.454,0.0619,140.996,0.346,211187,5,1,4,47
Take The Night Off,Laura Marling,4TDqzUw8frlMqGYxfqcCkx,0.859,0.283,0.11,0.0413,0.117,-18.077,0.0449,79.498,0.251,251401,0,1,1,35
Take You Home,Thomas Rhett,0mahSEa17a2ouPEY9gPTTW,0.0985,0.577,0.803,0.0,0.108,-6.305,0.0347,151.115,0.735,217547,9,1,4,36
Tales Of Woe,Leslie West,7nYstgOFp43caa1OxHqGC5,0.876,0.439,0.305,6.16e-05,0.102,-9.874,0.0383,87.582,0.499,196320,8,0,4,13
Talk A Good Game,Kelly Rowland,2VcealriqEgFRmdxlgXXCu,0.0823,0.729,0.528,0.0,0.0913,-8.37,0.214,141.968,0.358,203187,1,1,4,26
Talk Dirty,Jason Derulo,6g6A7qNhTfUgOSH7ROOxTD,0.0348,0.76,0.652,0.0,0.307,-7.321,0.232,100.315,0.759,177685,6,1,4,68
Talkin' Bout,Juicy J,62Jg0tIgwUpLbbtKhWo67C,0.0116,0.859,0.755,0.0,0.0735,-6.492,0.275,142.991,0.598,261467,8,1,4,35
Tamale,"Tyler, the Creator",60b6B2ULC85t4Y5IjZvP7A,0.0557,0.742,0.93,0.000242,0.272,-7.207,0.0977,129.986,0.967,166347,11,1,4,62
Tape Deck,Jack Johnson,6uIxjamQaUN1445l04bm8G,0.611,0.761,0.752,0.067,0.0516,-5.144,0.0672,147.22,0.85,201227,10,1,4,54
Tapout,Rich Gang,2kEDuZRwYUoQLIYKpQfKWa,0.0522,0.738,0.547,1.23e-06,0.109,-6.54,0.133,142.052,0.306,284600,8,1,4,59
Tattooed Heart,Ariana Grande,5yxghrFKJbU7pcaUFEv1Sg,0.41,0.536,0.521,0.0,0.142,-4.128,0.0274,72.06,0.314,194707,7,1,4,56
Taurobolium,Devendra Banhart,6mUUYQjRUzEuhvMzMMgHSf,0.281,0.723,0.294,0.298,0.0753,-11.954,0.107,112.292,0.511,196493,0,1,4,37
Team,Iggy Azalea,2bocAPQcUTLUXx8lAOTiK3,0.0545,0.891,0.692,0.0,0.608,-4.989,0.0673,100.023,0.218,209467,4,1,4,61
Tears on Tape,HIM,1sP4rBIvW5Eyhl8t6CJQam,0.0147,0.492,0.896,0.0,0.125,-5.708,0.0403,143.072,0.499,200987,10,1,4,24
Teenage Kings,Emblem3,6DIxdwLvsZdehLrXjbtxvG,0.00295,0.619,0.878,0.0,0.0776,-3.173,0.049,94.072,0.659,199253,0,1,4,19
Teeth,5 Seconds of Summer,3NxWJWftvkstyxvb1pZlFo,0.0437,0.745,0.454,3.47e-06,0.0741,-2.986,0.0392,139.007,0.43,205503,3,0,4,77
Telescope,Cage the Elephant,0tkBOcK7oRVXQJY97zzSvr,0.273,0.589,0.481,1.33e-05,0.0986,-4.801,0.0285,93.568,0.176,228293,0,1,4,65
Tell Me How To Live,Capital Cities,0FOXFHo36eVyAiSdPbdatI,0.0167,0.463,0.684,0.0827,0.0809,-6.283,0.0456,194.158,0.414,203692,9,0,4,35
Tell Tale Signs,Frank Turner,2MSSpl3ib01LRz8cOdHKOZ,0.239,0.802,0.37,0.0,0.0673,-7.565,0.0398,128.622,0.404,252893,9,0,4,23
Temple,Baauer,2fGJOLNFYhvUnybWYT2Uf0,0.247,0.684,0.807,0.00566,0.539,-7.783,0.0869,100.029,0.114,185040,0,1,4,42
Ten Times Crazier,Blake Shelton,5omw7f5PBf0JmQ52HT9BVL,0.052,0.659,0.805,0.0,0.311,-4.491,0.0274,111.002,0.76,183173,0,1,4,31
Tennis Court,Lorde,74fpNVAJrKGQuqHETi4WSt,0.0126,0.764,0.567,9.51e-05,0.257,-8.585,0.0609,89.988,0.428,198907,0,1,4,69
Text Me Texas,Chris Young,778gixdkeLw4zrRosepcE0,0.767,0.666,0.466,8.36e-06,0.183,-8.63,0.0244,98.014,0.337,207187,6,1,4,41
That Kind Of Lonely,Patty Griffin,6To9uGzGguiji2W3rUr9k9,0.664,0.41,0.176,0.0,0.135,-12.141,0.0341,144.952,0.246,262893,10,1,4,23
That's Alright,Laura Mvula,3bC8SlWgL1jNz4l0yayczo,0.0295,0.706,0.595,0.00179,0.216,-9.582,0.0438,109.957,0.67,214187,6,0,4,29
That's Alright With Me,Kip Moore,1CWNDz7nWdroQZjji9GmAE,0.0531,0.623,0.717,2.28e-05,0.0663,-7.068,0.0801,170.003,0.61,216493,0,1,4,44
That's Classic,Rizzle Kicks,786de9tCA6ursdo9j0eUoH,0.0248,0.617,0.917,0.0,0.525,-4.801,0.183,98.013,0.748,224053,1,1,4,12
That's How I Know You Love Me,Justin Moore,2wJhnM1Ktfy3hA5jpbrBA5,0.207,0.652,0.513,4.38e-05,0.183,-9.188,0.0255,109.986,0.145,276040,10,1,4,29
That's How I Was Raised,Alabama,5wNMJb4vtF9exKOegMv6PV,0.552,0.387,0.502,7.45e-06,0.118,-6.484,0.0307,74.148,0.235,220027,9,1,3,12
That's Just Me,Deana Carter,1QMB2GHBO0CUaGFJFKhYIu,0.396,0.64,0.564,2.1e-06,0.116,-9.622,0.0362,96.963,0.572,195233,11,1,4,3
That's My Kind of Night,Luke Bryan,5HGibWoxnkYSkl6mHmAlOE,0.0571,0.661,0.751,0.0,0.105,-2.909,0.0481,109.995,0.875,190187,7,1,4,75
That's So Me and You,Thompson Square,2gn4pzz2ST95aATtmH2M7m,0.476,0.41,0.499,3.08e-06,0.0802,-8.614,0.0287,77.45,0.382,222613,2,1,4,14
That's Why God Made A Front Porch,Craig Campbell,2aalE1M7DODD7zgHWioWKu,0.241,0.538,0.497,1.01e-05,0.109,-8.633,0.0307,84.755,0.405,247440,2,1,4,27
The 90's,Lisa Loeb,4TNzDLUqVOQHQzhmrfOV3P,0.045,0.594,0.858,0.0,0.0737,-5.144,0.0407,132.895,0.858,177947,11,1,4,4
The Appetite,DevilDriver,04D6xUsQMUZaLeQluBymaB,0.000131,0.374,0.989,1.14e-05,0.12,-3.519,0.141,169.905,0.309,286440,1,1,4,29
The Appleblossom Rag,Josh Ritter,0hYvmufQCiP0MciTVQm62J,0.802,0.687,0.187,0.000209,0.241,-12.836,0.0353,93.66,0.442,267169,4,1,4,13
The Art Of Letting Go,Mariah Carey,2H9QubaaB740tCUGKf2QhV,0.755,0.57,0.41,0.0,0.151,-6.829,0.0329,110.528,0.359,224493,1,1,3,34
The Ballad of Keenan Milton,Devendra Banhart,7vMACadiT0PcNS09JNOqKG,0.994,0.528,0.131,0.881,0.188,-22.611,0.0458,134.771,0.358,132960,2,1,3,44
The Beginning...,John Legend,6KLgKZwCJp8GWo35KEOF3S,0.492,0.516,0.834,0.00221,0.273,-5.453,0.242,171.829,0.566,205053,11,0,4,40
The Bell,Villagers,58TSyGKqUBJVE0SykstuKm,0.122,0.545,0.676,0.0448,0.116,-8.692,0.0426,141.991,0.542,308667,8,0,4,20
The Best Thing (That Never Happened),We Are the In Crowd,5H4nCAMT63jW86e8s81VV4,0.0364,0.521,0.924,0.0,0.0371,-5.066,0.225,159.909,0.696,171027,7,0,4,54
The Bigger Picture,Lil Baby,44gRhRi2OhEf7moAUj6MD1,0.0127,0.59,0.618,0.0,0.244,-5.756,0.334,96.459,0.153,252729,1,1,3,65
The Call (No Need To Say Goodbye),The Poppy Girls,0tiARHBHvxEqvYoR7heiIc,0.813,0.235,0.304,0.0,0.0857,-9.674,0.0295,180.049,0.31,188707,10,1,4,28
The Conversation,Mat Kearney,75mFKszXuU0yfhQqrsfQy1,0.925,0.463,0.208,0.0,0.123,-12.661,0.0347,167.635,0.282,201520,3,1,4,30
The Crack Up,Johnny Marr,4kJHQRkUcZAGATurvBgKwn,0.0183,0.538,0.777,0.00106,0.327,-6.301,0.0291,101.007,0.316,232120,5,1,4,12
The Crow,Hurts,6v8zRcz5yoPT6U5EZgqYQt,0.643,0.195,0.463,0.0654,0.109,-9.998,0.0363,173.669,0.147,333693,1,1,4,28
The Day After Thanksgiving,Brandon Heath,2I7a6z5upn6x5PJQWrbGDs,0.536,0.648,0.444,0.0,0.273,-8.716,0.0289,106.996,0.515,163400,0,1,4,31
The Death of Me,Asking Alexandria,4KOyX6IsR7kmCI82Pc7JYF,4.33e-05,0.457,0.972,0.111,0.184,-3.873,0.0618,95.001,0.236,258899,1,0,4,51
The Departed,The Stooges,2ZWmtwJhnfK4TT9DBqczXI,0.256,0.313,0.662,1.02e-05,0.349,-8.009,0.0314,99.509,0.126,276947,9,1,4,5
The Devil Is A Lie,Rick Ross,1FfxSgLHUkNCCLdZ7wrCTY,0.00169,0.68,0.83,0.0,0.382,-3.922,0.0897,102.91,0.638,310667,5,0,4,58
The Devil Put Dinosaurs Here,Alice in Chains,6RBZA4gtC08a7HMdx3STol,5.41e-05,0.362,0.767,0.501,0.107,-5.499,0.0302,92.011,0.201,398779,5,0,4,44
The Distance,Funeral for a Friend,4z6nCgne1X6YJEnQdAHaYb,3.02e-05,0.38,0.874,3.13e-05,0.0711,-5.724,0.0688,90.435,0.701,146787,7,1,4,25
The Diving Board,Elton John,7hjgA9v0BI7ytPLpzOd7Ae,0.591,0.332,0.414,0.018,0.127,-9.292,0.0291,76.053,0.119,355740,0,0,4,15
The Divinity of Purpose,Hatebreed,2IVnkgbwaXQoLnj5yhKsWP,0.000572,0.384,0.979,0.0151,0.297,-4.03,0.0908,174.841,0.399,132147,1,1,4,28
The Dress Makes the Man,Hawksley Workman,445jKSGTOrjzjGdhgwHLmU,0.769,0.66,0.56,0.0,0.678,-9.878,0.0822,123.999,0.629,306573,0,1,3,1
The Eater Of Dreams,Nine Inch Nails,7Lfh4aHCDfksrnDfgSTZ6U,0.104,0.552,0.0201,0.503,0.255,-23.908,0.0508,167.732,0.0419,52453,1,1,4,27
The End Of All Things,Panic! At The Disco,78tro1rpoxmqjbjiRRRzoH,0.827,0.21,0.233,0.0039,0.129,-11.636,0.0287,88.679,0.095,211893,5,0,5,50
The End of the Night,Dropkick Murphys,6b0XdbLgMK6IXWXEQl11nN,0.028,0.537,0.809,0.0,0.0908,-1.904,0.0287,95.966,0.399,317520,0,1,3,31
The Enemy Inside,Dream Theater,1ZR4QAYsiO9zPsGaMPW2OI,1.18e-05,0.488,0.976,0.0295,0.067,-4.165,0.142,143.988,0.404,377373,4,0,4,51
The First Step,August Burns Red,1nNwtBLVnUeO8EXz6WE9Gm,6.87e-05,0.21,0.964,0.139,0.109,-6.035,0.112,93.446,0.139,264627,11,0,4,31
The Fisher King Blues,Frank Turner,1zQY0eYND0ZPSFxw3gGupB,0.00187,0.591,0.659,0.0,0.102,-6.111,0.0253,126.006,0.244,299387,2,1,3,20
The Fog,Biffy Clyro,6o6SKA1wScYHelXlR3qZRB,0.00869,0.503,0.278,0.000491,0.12,-13.171,0.025,94.02,0.0443,281347,0,1,4,11
The Fox,Ylvis,5HOpkTTVcmZHnthgyxrIL8,0.107,0.703,0.867,0.0,0.119,-4.292,0.0453,128.008,0.546,213708,6,1,4,65
The Game of Love,Daft Punk,3ctALmweZBapfBdFiIVpji,0.825,0.712,0.5,0.314,0.106,-11.948,0.0338,90.039,0.682,322147,9,0,4,59
The Ghost Of The Mountain,Tired Pony,2F7qoajLq8tbkyjNqRsEhO,0.364,0.759,0.523,0.384,0.102,-8.75,0.0339,125.97,0.787,241173,9,1,4,20
The Giving Tree,Plain White T's,5NSmVuhSf3JxrCewijurpf,0.832,0.566,0.597,0.0,0.252,-10.814,0.037,151.361,0.873,186433,8,1,4,53
The Good Good,Snoop Lion,0pLFomaThhEDbz3EyC8vrv,0.251,0.765,0.764,0.0,0.0342,-4.8,0.0588,83.986,0.819,234160,9,1,4,44
The Great Velocipede Migration,S. J. Tucker,2MsA2PSgRZRfmSwC7WcyYJ,0.0732,0.726,0.4,0.0871,0.123,-8.192,0.0337,124.949,0.474,202693,7,1,4,15
The Greatest Gift,Wanz,5oZKdDvmuKx8Q6CxTzW93x,0.541,0.654,0.621,0.0,0.139,-5.983,0.257,153.982,0.657,280822,0,1,4,0
The Hate Song,Soil,5Rmh1GoGzD7WddqYiFMakV,2.85e-05,0.52,0.973,9.99e-05,0.0445,-3.927,0.103,130.044,0.572,192587,10,0,4,27
The Heart of Dixie,Danielle Bradbery,5FgLLtrDU4Ex2ezB9anpH5,0.0171,0.456,0.637,0.0,0.194,-4.773,0.0354,155.95,0.436,209453,6,1,4,38
The Hell in Me,Killswitch Engage,7fUHV22D4ofDeQMgaXWW2E,7.82e-05,0.364,0.954,0.33,0.299,-4.162,0.054,184.021,0.47,177000,0,0,4,42
The Highway,Bob Seger,1ZUsd5fW7uuXnrbgVIWYb9,0.233,0.456,0.877,0.0,0.324,-3.991,0.0388,154.313,0.58,217783,6,1,4,22
The House Is Dust,Everything Everything,0x4ytdRTKX7k6fIiHQFZS2,0.441,0.533,0.335,0.552,0.0884,-12.783,0.0379,130.249,0.0974,208480,2,1,3,24
The House of Gold & Bones,Stone Sour,3GUDcoI8YXplwIjMcmyT0F,1.48e-05,0.474,0.996,0.018,0.368,-3.579,0.104,145.037,0.253,283053,6,1,4,39
The House Of The Rising Sun,Five Finger Death Punch,0KxKNPHZpOLvJaT8ATekoT,0.00182,0.452,0.958,0.00126,0.107,-3.382,0.0982,153.96,0.256,247388,4,0,4,62
The House Of Wolves,Bring Me The Horizon,7hntkdvG3jWdFKm7pGCCzd,0.000104,0.425,0.98,1.46e-06,0.346,-2.219,0.189,152.0,0.279,205160,8,1,4,66
The Hurry and The Harm,City and Colour,6azT2Ebq5sZDlW66jcwhCR,0.584,0.548,0.301,0.0,0.166,-10.164,0.0305,96.652,0.12,250415,9,1,4,38
The Informer,David Bowie,3XmXee52doOxTd0FuQssHT,0.0205,0.577,0.742,0.00227,0.0958,-6.737,0.0263,104.054,0.486,271130,7,1,4,13
The Joke's On Us,Biffy Clyro,7vviX4QCLnVPaTyteKXY42,1e-05,0.386,0.942,0.000491,0.0811,-3.761,0.0405,167.04,0.354,214040,6,1,4,36
The Language,Drake,3IQgeOgdHIag6mu0mgKRgQ,0.0125,0.831,0.651,0.0,0.0809,-8.363,0.437,120.065,0.502,224013,1,1,4,57
The Last Ship,Sting,56qUBBEdeXNkq7JRDlJnJx,0.782,0.371,0.359,0.0,0.0875,-9.6,0.0346,78.449,0.383,230387,6,0,4,38
The Leopard and the Lung,The Joy Formidable,01n95DzNQJ0awMIMFdDdZ9,0.00132,0.403,0.839,0.284,0.146,-7.159,0.0499,150.012,0.118,356893,1,1,4,25
The Light In Your Name,These New Puritans,5uEqoE0Ypx4jIzxUt1UVod,0.755,0.187,0.173,0.901,0.0899,-13.852,0.0339,133.849,0.0396,363133,7,0,4,13
The Looking Glass,Dream Theater,5l79BZlSp7p8rBiUAvtTLI,3.72e-05,0.518,0.96,2.56e-05,0.219,-3.972,0.0661,137.98,0.598,293067,9,1,4,38
The Love Club,Lorde,2HotTAoFiOYTeMZkNs1Ces,0.211,0.799,0.501,0.0123,0.118,-7.244,0.0465,92.032,0.635,201434,0,1,4,67
The Low Highway,Steve Earle,25rNTqMUBgDgrGrG8FkXCr,0.332,0.312,0.442,0.341,0.117,-11.632,0.0309,156.501,0.314,241320,5,1,4,18
The Magic Kid,Hayes Carll,3ns3raIjRzk2pAXSdqbZbq,0.895,0.62,0.235,0.000357,0.109,-12.009,0.029,77.015,0.162,248360,9,1,4,11
The Man,Taylor Swift,3RauEVgRgj1IuWdJ9fDs70,0.0767,0.777,0.658,0.0,0.0901,-5.191,0.054,110.048,0.633,190360,0,1,4,86
The Mighty Fall,Fall Out Boy,49nmsafpkJp2lDj9b4jkxh,0.0612,0.511,0.95,0.0,0.203,-3.833,0.184,151.943,0.539,212467,4,0,4,50
The Moment We Come Alive,Red,3YFRloQQjuodpSA7gcpEM6,0.000926,0.33,0.776,0.0,0.334,-4.89,0.0345,157.951,0.391,202560,0,1,4,31
The Mona Lisa,Brad Paisley,4FtNpzmVFGzUXDn0LeRKtv,0.201,0.53,0.802,0.0,0.151,-5.085,0.0401,132.992,0.845,234120,4,1,4,33
The Monster,Eminem,48RrDBpOSSl1aLVCalGl5C,0.0525,0.781,0.853,0.0,0.12,-3.68,0.0715,110.049,0.624,250189,1,0,4,81
The Moon is Shining (Somewhere Over the Sea),Blackmore's Night,41pCCQyRbOPABO0hMUBp2Z,0.00425,0.617,0.832,0.00335,0.127,-7.401,0.033,125.004,0.443,379267,11,0,4,11
The Morning After,Ashley Monroe,1zxKoJHwRlgoXq0cCKtP6S,0.497,0.668,0.355,0.000915,0.0967,-6.258,0.0239,105.98,0.567,263428,5,1,4,15
The Morning Light,Ron Sexsmith,2ErNhY3QzTgrR9kfyvuk5v,0.881,0.38,0.303,0.000104,0.15,-10.235,0.0274,70.869,0.399,172613,7,1,4,6
The Mother We Share,Chvrches,2FV7Exjr70J652JcGucCtE,0.0319,0.45,0.677,3.02e-06,0.126,-6.428,0.0313,174.027,0.324,191294,1,1,4,58
The Motion,Drake,0Tacxc5lDJ8LwiO1pWNSl8,0.371,0.631,0.788,0.000317,0.108,-7.142,0.102,157.769,0.544,240957,4,0,4,64
The Nameless One,Volbeat,0XhrFdPqMsH40f7Z0gAHpi,2.36e-05,0.519,0.85,2.3e-06,0.0671,-4.511,0.0264,109.031,0.619,232507,2,1,4,41
The New Kings,Marillion,23mnmX8Lum7RidbCm2avqN,0.171,0.203,0.518,0.11,0.669,-8.893,0.0323,77.296,0.0793,262267,7,1,4,5
The Next Day,David Bowie,1nRynODR7IrQMp54k3l24h,0.00555,0.518,0.842,0.0,0.128,-4.798,0.0348,136.027,0.697,237132,6,0,4,41
The Old and the Young,Midlake,45m0CSUKOoiYPecF39vVVi,0.164,0.608,0.783,0.792,0.111,-6.673,0.0343,123.162,0.276,336880,6,0,4,25
The Other Side Of Him,Toby Keith,3WETkO6Obn3u1KUX2wy6nz,0.228,0.58,0.45,0.0,0.114,-6.262,0.0289,125.851,0.178,241093,2,1,4,18
The Outsiders,Eric Church,1VN6TvmHTIWvLzBAOmre6P,0.272,0.409,0.8,5.29e-05,0.092,-5.216,0.0746,159.943,0.321,252893,7,1,4,49
The Peaks,Everything Everything,1NzfL24wkmyEe20T0exHvM,0.647,0.331,0.337,0.207,0.348,-10.868,0.0329,57.156,0.22,326200,5,1,4,26
The Perfect Life,Moby,5S4raUxhcgcELXtWh3G5yQ,0.0212,0.425,0.632,0.0,0.253,-7.615,0.0282,90.993,0.354,362180,5,1,4,28
The Perfect Song,Michael Ball,0xOeyNdJYoatjfKDJ9GNS6,0.881,0.508,0.279,8.41e-05,0.114,-13.139,0.0315,90.372,0.387,177880,11,1,4,4
The Phoenix,Fall Out Boy,7jwDuO7UZvWs77KNj9HbvF,0.000539,0.562,0.964,1.57e-06,0.579,-2.991,0.072,138.063,0.41,244960,4,0,4,72
The Puppet Has Cut His Strings,Elvis Costello,4DOKTIxM8vEX2g3wLeFLVb,0.00695,0.638,0.359,0.851,0.125,-14.584,0.0831,148.686,0.263,49734,8,0,4,7
The Right Thing Right,Johnny Marr,5hRijf53YgJIGjZfAHfqQQ,0.00018,0.435,0.909,6.22e-05,0.0313,-5.723,0.0402,141.985,0.789,221067,11,0,4,19
The Road You Take,Court Yard Hounds,3ziQzO4aDz6Me7XVrISaFm,0.41,0.589,0.538,2.83e-06,0.103,-6.585,0.0303,127.972,0.367,295627,2,1,4,5
The Saints,Andy Mineo,6OJgPdiryjvefJC3fsDAuA,0.0425,0.763,0.913,0.0,0.0848,-5.129,0.295,144.067,0.839,238147,1,1,4,52
The Simple Life,Drake White,5H78WooTqR4bbH85MNKnSD,0.0605,0.502,0.789,0.0,0.0917,-5.365,0.0362,141.784,0.508,199227,0,1,4,39
The Sinking Night,AFI,5wStptf43e2SHYHUKihGq5,0.0197,0.387,0.636,0.00397,0.218,-5.442,0.0319,154.197,0.231,138480,9,1,4,28
The Songs Of Danny Galway,Prefab Sprout,4RyFWiF7nkpk62wvw08Xb8,0.0831,0.602,0.761,7.55e-05,0.0636,-7.651,0.0251,100.004,0.719,228693,4,1,3,4
The South,The Cadillac Three,0GprdmOqisROSOLNT9qwFf,0.112,0.557,0.839,3.76e-06,0.327,-4.8,0.0512,76.0,0.472,276907,2,1,4,47
The Spark,Enter Shikari,1gEPQfklgXi4DGHjWJY2Cv,0.143,0.508,0.767,0.0,0.162,-9.178,0.0676,178.035,0.414,200521,0,1,4,45
The Star Room,Mac Miller,3A1TIw1yMxj5OckDuqRtiT,0.921,0.536,0.568,0.0,0.118,-8.064,0.0565,75.069,0.386,264218,8,1,4,57
The Stars (Are Out Tonight),David Bowie,1nRynODR7IrQMp54k3l24h,0.00555,0.518,0.842,0.0,0.128,-4.798,0.0348,136.027,0.697,237132,6,0,4,41
The Sting,Gabriella Cilmi,39vp03o3yStrNYpXGA81N8,0.0397,0.594,0.879,8.27e-06,0.383,-6.071,0.0602,97.992,0.717,205444,5,0,4,8
The Temptation of St. Anthony,Alkaline Trio,3WBYeiHhYjenZkkpQM5BZC,9.12e-05,0.422,0.961,0.0,0.0935,-4.059,0.0707,179.875,0.606,214933,4,0,4,28
The Terror,The Flaming Lips,5zRdPFuT31lqBVAf2boQi9,0.0251,0.555,0.999,0.578,0.067,-2.33,0.1,154.055,0.191,218555,5,0,4,18
The Thaw,Biffy Clyro,6c4ia6D8P8mBdqbuHgXrkw,9.76e-05,0.526,0.487,6.04e-05,0.115,-6.29,0.0266,143.992,0.0541,222787,6,1,3,13
The Town,The Weeknd,3RB6zxrgPQBUxpTtoMW60r,0.366,0.625,0.523,2.54e-06,0.0826,-8.227,0.0369,139.964,0.191,307347,1,0,4,48
The Turnaround,Eels,6JBvF1KHel5jWxnNMrkTjS,0.0823,0.494,0.569,0.182,0.153,-8.146,0.0324,129.997,0.0361,289827,4,0,4,14
The Uncanny Valley,Stone Sour,5cMh0wkTZXKdlYFtGEny7n,7.66e-05,0.543,0.958,0.00445,0.0907,-3.961,0.071,118.018,0.379,241800,6,1,4,34
The Uninvited,Alter Bridge,2wMJG6Ql5rqFa8APq823H7,0.000124,0.285,0.955,0.000372,0.149,-4.439,0.155,125.122,0.207,287350,1,1,3,28
The Universe Expanded,Franz Ferdinand,3WEnGgWbRQK7hmrSvnB3ld,0.0345,0.533,0.637,0.000637,0.0632,-5.843,0.0431,147.182,0.226,274827,0,0,4,29
The Vampyre of Time and Memory,Queens of the Stone Age,4yzozDNjvW7acuGonXwfvA,0.0856,0.551,0.386,0.00226,0.133,-8.958,0.0274,142.047,0.379,214587,9,0,4,58
The Vapors,Jhené Aiko,7mnJgJhtuBEMRNoERn1OOa,0.0123,0.612,0.494,2.7e-05,0.102,-10.365,0.0606,147.964,0.147,210773,11,0,4,51
The Walker,Fitz and the Tantrums,0Nk7bSn0MItonkR0GNs3mj,0.00375,0.77,0.801,0.00281,0.0515,-4.182,0.0336,130.76,0.725,233133,9,0,4,60
The Way I Do,Seasick Steve,6sKQQgFp7O00zpZXZofChg,0.0142,0.575,0.682,0.00155,0.329,-11.454,0.0382,106.67,0.212,309400,5,0,4,1
The Way I Tend To Be,Frank Turner,5A0voj1mOH739w0vXHnE7i,0.14,0.578,0.902,0.0,0.37,-3.535,0.036,86.166,0.865,221400,11,1,4,39
